country,date,cumulative_cases_cal,timeline,daily_cases,status,schools_closed,country_code,who_region,new_cases,cumulative_cases,new_deaths,cumulative_deaths
Austria,2020-02-26,1,NA,NA,Fully open,0,AT,EURO,1,1,0,0
Austria,2020-02-27,3,1,2,Fully open,0,AT,EURO,0,1,0,0
Austria,2020-02-28,7,1,4,Fully open,0,AT,EURO,0,1,0,0
Austria,2020-02-29,8,1,1,Fully open,0,AT,EURO,2,3,0,0
Austria,2020-03-01,12,1,4,Fully open,0,AT,EURO,4,7,0,0
Austria,2020-03-02,17,1,5,Fully open,0,AT,EURO,1,8,0,0
Austria,2020-03-03,23,1,6,Fully open,0,AT,EURO,4,12,0,0
Austria,2020-03-04,37,1,14,Fully open,0,AT,EURO,5,17,0,0
Austria,2020-03-05,46,1,9,Fully open,0,AT,EURO,6,23,0,0
Austria,2020-03-06,75,1,29,Fully open,0,AT,EURO,14,37,0,0
Austria,2020-03-07,98,1,23,Fully open,0,AT,EURO,9,46,0,0
Austria,2020-03-08,126,1,28,Fully open,0,AT,EURO,29,75,0,0
Austria,2020-03-09,148,1,22,Fully open,0,AT,EURO,23,98,0,0
Austria,2020-03-10,203,1,55,Fully open,0,AT,EURO,28,126,0,0
Austria,2020-03-11,312,1,109,Fully open,0,AT,EURO,22,148,0,0
Austria,2020-03-12,409.1,1,97,Fully open,0,AT,EURO,55,203,0,0
Austria,2020-03-13,591.1,1,182,Fully open,0,AT,EURO,108,311,0,0
Austria,2020-03-14,801.1,1,210,Fully open,0,AT,EURO,96,407,1,1
Austria,2020-03-15,999,1,198,Fully open,0,AT,EURO,181,588,0,1
Austria,2020-03-16,1224.9,1,226,Closed due to COVID-19,1,AT,EURO,183,771,1,2
Austria,2020-03-17,1571.0999999999997,1,346,Closed due to COVID-19,1,AT,EURO,170,941,1,3
Austria,2020-03-18,1943,1,372,Closed due to COVID-19,1,AT,EURO,35,976,3,6
Austria,2020-03-19,2398,1,455,Closed due to COVID-19,1,AT,EURO,40,1016,1,7
Austria,2020-03-20,2907,1,509,Closed due to COVID-19,1,AT,EURO,29,1045,3,10
Austria,2020-03-21,3455.0000000000005,1,548,Closed due to COVID-19,1,AT,EURO,34,1079,2,12
Austria,2020-03-22,4073,1,618,Closed due to COVID-19,1,AT,EURO,53,1132,3,15
Austria,2020-03-23,4760,1,687,Closed due to COVID-19,1,AT,EURO,82,1214,2,17
Austria,2020-03-24,5483,1,723,Closed due to COVID-19,1,AT,EURO,74,1288,4,21
Austria,2020-03-25,6236.9000000000005,1,754,Closed due to COVID-19,1,AT,EURO,553,1841,8,29
Austria,2020-03-26,7293.1,1,1056,Closed due to COVID-19,1,AT,EURO,645,2486,8,37
Austria,2020-03-27,8099.999999999999,1,807,Closed due to COVID-19,1,AT,EURO,668,3154,6,43
Austria,2020-03-28,8717.1,1,617,Closed due to COVID-19,1,AT,EURO,1008,4162,9,52
Austria,2020-03-29,9264.1,1,547,Closed due to COVID-19,1,AT,EURO,784,4946,13,65
Austria,2020-03-30,9937.000000000002,1,673,Closed due to COVID-19,1,AT,EURO,611,5557,12,77
Austria,2020-03-31,10487.1,1,550,Closed due to COVID-19,1,AT,EURO,544,6101,13,90
Austria,2020-04-01,11035,1,548,Closed due to COVID-19,1,AT,EURO,664,6765,19,109
Austria,2020-04-02,11472.9,1,438,Closed due to COVID-19,1,AT,EURO,547,7312,15,124
Austria,2020-04-03,11884.000000000002,1,411,Closed due to COVID-19,1,AT,EURO,546,7858,11,135
Austria,2020-04-04,12137.000000000002,1,253,Academic break,1,AT,EURO,433,8291,18,153
Austria,2020-04-05,12319.9,1,183,Academic break,1,AT,EURO,409,8700,16,169
Austria,2020-04-06,12626,1,306,Academic break,1,AT,EURO,248,8948,18,187
Austria,2020-04-07,12915,1,289,Academic break,1,AT,EURO,183,9131,20,207
Austria,2020-04-08,13205,1,290,Academic break,1,AT,EURO,303,9434,28,235
Austria,2020-04-09,13481,1,276,Academic break,1,AT,EURO,288,9722,26,261
Austria,2020-04-10,13838,1,357,Academic break,1,AT,EURO,287,10009,16,277
Austria,2020-04-11,14041,1,203,Academic break,1,AT,EURO,276,10285,22,299
Austria,2020-04-12,14152,1,111,Academic break,1,AT,EURO,357,10642,21,320
Austria,2020-04-13,14238.999999999998,1,87,Academic break,1,AT,EURO,203,10845,17,337
Austria,2020-04-14,14389.099999999999,1,150,Academic break,1,AT,EURO,111,10956,11,348
Austria,2020-04-15,14518,1,129,Closed due to COVID-19,1,AT,EURO,87,11043,21,369
Austria,2020-04-16,14628.900000000001,1,111,Closed due to COVID-19,1,AT,EURO,149,11192,12,381
Austria,2020-04-17,14729,1,100,Closed due to COVID-19,1,AT,EURO,128,11320,16,397
Austria,2020-04-18,14789,1,60,Closed due to COVID-19,1,AT,EURO,112,11432,21,418
Austria,2020-04-19,14835.999999999998,1,47,Closed due to COVID-19,1,AT,EURO,99,11531,14,432
Austria,2020-04-20,14904,1,68,Closed due to COVID-19,1,AT,EURO,59,11590,17,449
Austria,2020-04-21,14974,1,70,Closed due to COVID-19,1,AT,EURO,47,11637,17,466
Austria,2020-04-22,15047.1,1,73,Closed due to COVID-19,1,AT,EURO,65,11702,9,475
Austria,2020-04-23,15106.900000000001,1,60,Closed due to COVID-19,1,AT,EURO,70,11772,17,492
Austria,2020-04-24,15186,1,79,Closed due to COVID-19,1,AT,EURO,70,11842,12,504
Austria,2020-04-25,15248,1,62,Closed due to COVID-19,1,AT,EURO,60,11902,7,511
Austria,2020-04-26,15283,1,35,Closed due to COVID-19,1,AT,EURO,79,11981,6,517
Austria,2020-04-27,15352.899999999998,1,70,Closed due to COVID-19,1,AT,EURO,62,12043,13,530
Austria,2020-04-28,15402,1,49,Closed due to COVID-19,1,AT,EURO,36,12079,9,539
Austria,2020-04-29,15463,1,61,Closed due to COVID-19,1,AT,EURO,68,12147,6,545
Austria,2020-04-30,15517.1,1,54,Closed due to COVID-19,1,AT,EURO,49,12196,14,559
Austria,2020-05-01,15554,1,37,Closed due to COVID-19,1,AT,EURO,60,12256,7,566
Austria,2020-05-02,15582.000000000002,1,28,Closed due to COVID-19,1,AT,EURO,54,12310,7,573
Austria,2020-05-03,15594,1,12,Closed due to COVID-19,1,AT,EURO,37,12347,4,577
Austria,2020-05-04,15624,1,30,Closed due to COVID-19,1,AT,EURO,28,12375,3,580
Austria,2020-05-05,15677.999999999998,1,54,Partially open,0,AT,EURO,12,12387,8,588
Austria,2020-05-06,15723.9,1,46,Partially open,0,AT,EURO,30,12417,4,592
Austria,2020-05-07,15764,1,40,Partially open,0,AT,EURO,54,12471,3,595
Austria,2020-05-08,15813.099999999999,1,49,Partially open,0,AT,EURO,46,12517,7,602
Austria,2020-05-09,15843,1,30,Partially open,0,AT,EURO,40,12557,3,605
Austria,2020-05-10,15858,1,15,Partially open,0,AT,EURO,49,12606,5,610
Austria,2020-05-11,15923,1,65,Partially open,0,AT,EURO,30,12636,7,617
Austria,2020-05-12,15960.900000000001,1,38,Partially open,0,AT,EURO,15,12651,3,620
Austria,2020-05-13,16013,1,52,Partially open,0,AT,EURO,65,12716,3,623
Austria,2020-05-14,16066.899999999998,1,54,Partially open,0,AT,EURO,38,12754,1,624
Austria,2020-05-15,16148,1,81,Partially open,0,AT,EURO,52,12806,3,627
Austria,2020-05-16,16163,1,15,Partially open,0,AT,EURO,54,12860,3,630
Austria,2020-05-17,16189,1,26,Partially open,0,AT,EURO,75,12935,0,630
Austria,2020-05-18,16246.999999999998,1,58,Partially open,0,AT,EURO,15,12950,1,631
Austria,2020-05-19,16308,1,61,Partially open,0,AT,EURO,26,12976,1,632
Austria,2020-05-20,16338.1,1,30,Partially open,0,AT,EURO,58,13034,4,636
Austria,2020-05-21,16369.1,1,31,Partially open,0,AT,EURO,61,13095,1,637
Austria,2020-05-22,16397,1,28,Partially open,0,AT,EURO,30,13125,3,640
Austria,2020-05-23,16421.100000000002,1,24,Partially open,0,AT,EURO,31,13156,3,643
Austria,2020-05-24,16452.000000000004,1,31,Partially open,0,AT,EURO,28,13184,4,647
Austria,2020-05-25,16477,1,25,Partially open,0,AT,EURO,24,13208,1,648
Austria,2020-05-26,16498.9,1,22,Partially open,0,AT,EURO,31,13239,1,649
Austria,2020-05-27,16549,1,50,Partially open,0,AT,EURO,25,13264,2,651
Austria,2020-05-28,16568,1,19,Partially open,0,AT,EURO,22,13286,4,655
Austria,2020-05-29,16610.000000000004,1,42,Partially open,0,AT,EURO,50,13336,1,656
Austria,2020-05-30,16642.1,1,32,Partially open,0,AT,EURO,19,13355,1,657
Austria,2020-05-31,16647.1,1,5,Partially open,0,AT,EURO,42,13397,2,659
Austria,2020-06-01,16666,1,19,Partially open,0,AT,EURO,32,13429,0,659
Austria,2020-06-02,16682.100000000002,1,16,Partially open,0,AT,EURO,5,13434,4,663
Austria,2020-06-03,16735,1,53,Fully open,0,AT,EURO,19,13453,1,664
Austria,2020-06-04,16752,1,17,Fully open,0,AT,EURO,16,13469,3,667
Austria,2020-06-05,16819,1,67,Fully open,0,AT,EURO,53,13522,3,670
Austria,2020-06-06,16850.000000000004,1,31,Fully open,0,AT,EURO,17,13539,3,673
Austria,2020-06-07,16874.9,1,25,Fully open,0,AT,EURO,66,13605,2,675
Austria,2020-06-08,16899.1,1,24,Fully open,0,AT,EURO,31,13636,1,676
Austria,2020-06-09,16914.000000000004,1,15,Fully open,0,AT,EURO,25,13661,1,677
Austria,2020-06-10,16947.9,1,34,Fully open,0,AT,EURO,24,13685,3,680
Austria,2020-06-11,16970,1,22,Fully open,0,AT,EURO,15,13700,2,682
Austria,2020-06-12,17007.000000000004,1,37,Fully open,0,AT,EURO,34,13734,2,684
Austria,2020-06-13,17029.000000000004,1,22,Fully open,0,AT,EURO,22,13756,1,685
Austria,2020-06-14,17047.000000000004,1,18,Fully open,0,AT,EURO,37,13793,2,687
Austria,2020-06-15,17100,1,53,Fully open,0,AT,EURO,22,13815,1,688
Austria,2020-06-16,17118.899999999998,1,19,Fully open,0,AT,EURO,18,13833,5,693
Austria,2020-06-17,17150.000000000004,1,31,Fully open,0,AT,EURO,53,13886,5,698
Austria,2020-06-18,17182.000000000004,1,32,Fully open,0,AT,EURO,19,13905,3,701
Austria,2020-06-19,17234.100000000002,1,52,Fully open,0,AT,EURO,31,13936,1,702
Austria,2020-06-20,17266.000000000004,1,32,Fully open,0,AT,EURO,32,13968,0,702
Austria,2020-06-21,17295.000000000004,1,29,Fully open,0,AT,EURO,52,14020,2,704
Austria,2020-06-22,17326.000000000004,1,31,Fully open,0,AT,EURO,32,14052,2,706
Austria,2020-06-23,17369.000000000004,1,43,Fully open,0,AT,EURO,29,14081,2,708
Austria,2020-06-24,17404.100000000002,1,35,Fully open,0,AT,EURO,31,14112,3,711
Austria,2020-06-25,17448.1,1,44,Fully open,0,AT,EURO,43,14155,2,713
Austria,2020-06-26,17521.899999999998,1,74,Fully open,0,AT,EURO,35,14190,4,717
Austria,2020-06-27,17567,1,45,Fully open,0,AT,EURO,44,14234,2,719
Austria,2020-06-28,17629,1,62,Fully open,0,AT,EURO,74,14308,1,720
Austria,2020-06-29,17678.100000000002,1,49,Fully open,0,AT,EURO,45,14353,3,723
Austria,2020-06-30,17779.100000000002,1,101,Fully open,0,AT,EURO,62,14415,2,725
Austria,2020-07-01,17874.000000000004,1,95,Fully open,0,AT,EURO,49,14464,1,726
Austria,2020-07-02,17954.100000000002,1,80,Fully open,0,AT,EURO,101,14565,0,726
Austria,2020-07-03,18088,1,134,Fully open,0,AT,EURO,95,14660,1,727
Austria,2020-07-04,18194,1,106,Fully open,0,AT,EURO,79,14739,3,730
Austria,2020-07-05,18270,1,76,Fully open,0,AT,EURO,134,14873,1,731
Austria,2020-07-06,18337.999999999996,1,68,Fully open,0,AT,EURO,106,14979,3,734
Austria,2020-07-07,18428.999999999996,1,91,Fully open,0,AT,EURO,76,15055,0,734
Austria,2020-07-08,18546.899999999998,1,118,Fully open,0,AT,EURO,68,15123,1,735
Austria,2020-07-09,18619,1,72,Fully open,0,AT,EURO,91,15214,0,735
Austria,2020-07-10,18724.000000000004,1,105,Fully open,0,AT,EURO,118,15332,0,735
Austria,2020-07-11,18814.000000000004,1,90,Academic break,1,AT,EURO,72,15404,1,736
Austria,2020-07-12,18866,1,52,Academic break,1,AT,EURO,105,15509,0,736
Austria,2020-07-13,18964.999999999996,1,99,Academic break,1,AT,EURO,90,15599,3,739
Austria,2020-07-14,19088.000000000004,1,123,Academic break,1,AT,EURO,52,15651,2,741
Austria,2020-07-15,19217.000000000004,1,129,Academic break,1,AT,EURO,99,15750,2,743
Austria,2020-07-16,19357.9,1,141,Academic break,1,AT,EURO,123,15873,0,743
Austria,2020-07-17,19482.1,1,124,Academic break,1,AT,EURO,129,16002,1,744
Austria,2020-07-18,19562.999999999996,1,81,Academic break,1,AT,EURO,141,16143,1,745
Austria,2020-07-19,19650,1,87,Academic break,1,AT,EURO,124,16267,0,745
Austria,2020-07-20,19740,1,90,Academic break,1,AT,EURO,81,16348,0,745
Austria,2020-07-21,19877.1,1,137,Academic break,1,AT,EURO,87,16435,5,750
Austria,2020-07-22,20039.100000000002,1,162,Academic break,1,AT,EURO,90,16525,2,752
Austria,2020-07-23,20155.9,1,117,Academic break,1,AT,EURO,137,16662,0,752
Austria,2020-07-24,20309,1,153,Academic break,1,AT,EURO,162,16824,1,753
Austria,2020-07-25,20421,1,112,Academic break,1,AT,EURO,117,16941,2,755
Austria,2020-07-26,20522,1,101,Academic break,1,AT,EURO,153,17094,0,755
Austria,2020-07-27,20618.1,1,96,Academic break,1,AT,EURO,112,17206,2,757
Austria,2020-07-28,20771,1,153,Academic break,1,AT,EURO,101,17307,0,757
Austria,2020-07-29,20873,1,102,Academic break,1,AT,EURO,95,17402,3,760
Austria,2020-07-30,21063,1,190,Academic break,1,AT,EURO,153,17555,0,760
Austria,2020-07-31,21186,1,123,Academic break,1,AT,EURO,102,17657,1,761
Austria,2020-08-01,21248,1,62,Academic break,1,AT,EURO,190,17847,4,765
Austria,2020-08-02,21317.999999999996,1,70,Academic break,1,AT,EURO,123,17970,3,768
Austria,2020-08-03,21411,1,93,Academic break,1,AT,EURO,62,18032,3,771
Austria,2020-08-04,21493.9,1,83,Academic break,1,AT,EURO,70,18102,2,773
Austria,2020-08-05,21653.1,1,159,Academic break,1,AT,EURO,93,18195,1,774
Austria,2020-08-06,21771.9,1,119,Academic break,1,AT,EURO,83,18278,0,774
Austria,2020-08-07,21862.100000000002,1,90,Academic break,1,AT,EURO,159,18437,1,775
Austria,2020-08-08,21966.000000000004,1,104,Academic break,1,AT,EURO,119,18556,2,777
Austria,2020-08-09,22037.9,1,72,Academic break,1,AT,EURO,90,18646,4,781
Austria,2020-08-10,22196,1,158,Academic break,1,AT,EURO,104,18750,2,783
Austria,2020-08-11,22382.999999999996,1,187,Academic break,1,AT,EURO,72,18822,1,784
Austria,2020-08-12,22573,1,190,Academic break,1,AT,EURO,158,18980,0,784
Austria,2020-08-13,22823.899999999998,1,251,Academic break,1,AT,EURO,187,19167,2,786
Austria,2020-08-14,23173.100000000002,1,349,Academic break,1,AT,EURO,190,19357,2,788
Austria,2020-08-15,23329.000000000004,1,156,Academic break,1,AT,EURO,251,19608,3,791
Austria,2020-08-16,23497.899999999998,1,169,Academic break,1,AT,EURO,348,19956,1,792
Austria,2020-08-17,23757.000000000004,1,259,Academic break,1,AT,EURO,156,20112,1,793
Austria,2020-08-18,24009.000000000004,1,252,Academic break,1,AT,EURO,169,20281,1,794
Austria,2020-08-19,24356.1,1,347,Academic break,1,AT,EURO,257,20538,1,795
Austria,2020-08-20,24687,1,331,Academic break,1,AT,EURO,252,20790,2,797
Austria,2020-08-21,24989,1,302,Academic break,1,AT,EURO,347,21137,2,799
Austria,2020-08-22,25218,1,229,Academic break,1,AT,EURO,331,21468,1,800
Austria,2020-08-23,25410.999999999996,1,193,Academic break,1,AT,EURO,300,21768,3,803
Austria,2020-08-24,25654,1,243,Academic break,1,AT,EURO,229,21997,2,805
Austria,2020-08-25,25955,1,301,Academic break,1,AT,EURO,193,22190,2,807
Austria,2020-08-26,26275,1,320,Academic break,1,AT,EURO,243,22433,5,812
Austria,2020-08-27,26499.899999999998,1,225,Academic break,1,AT,EURO,301,22734,0,812
Austria,2020-08-28,26895.000000000004,1,395,Academic break,1,AT,EURO,319,23053,0,812
Austria,2020-08-29,27132,1,237,Academic break,1,AT,EURO,224,23277,0,812
Austria,2020-08-30,27356,1,224,Academic break,1,AT,EURO,395,23672,1,813
Austria,2020-08-31,27576,1,220,Academic break,1,AT,EURO,237,23909,0,813
Austria,2020-09-01,27861.9,1,286,Academic break,1,AT,EURO,224,24133,0,813
Austria,2020-09-02,28291,1,429,Academic break,1,AT,EURO,219,24352,3,816
Austria,2020-09-03,28656.899999999998,1,366,Academic break,1,AT,EURO,286,24638,2,818
Austria,2020-09-04,29037,1,380,Academic break,1,AT,EURO,429,25067,2,820
Austria,2020-09-05,29254,1,217,Academic break,1,AT,EURO,366,25433,1,821
Austria,2020-09-06,29621,1,367,Academic break,1,AT,EURO,380,25813,5,826
Austria,2020-09-07,30017.100000000002,1,396,Fully open,0,AT,EURO,217,26030,1,827
Austria,2020-09-08,30569.100000000002,1,552,Fully open,0,AT,EURO,367,26397,2,829
Austria,2020-09-09,31260.999999999996,1,692,Fully open,0,AT,EURO,396,26793,0,829
Austria,2020-09-10,31859,1,598,Fully open,0,AT,EURO,552,27345,1,830
Austria,2020-09-11,32789,1,930,Fully open,0,AT,EURO,691,28036,1,831
Austria,2020-09-12,33203.100000000006,1,414,Fully open,0,AT,EURO,598,28634,4,835
Austria,2020-09-13,33617,1,414,Fully open,0,AT,EURO,929,29563,4,839
Austria,2020-09-14,34437,1,820,Fully open,0,AT,EURO,414,29977,4,843
Austria,2020-09-15,35160,1,723,Fully open,0,AT,EURO,414,30391,1,844
Austria,2020-09-16,36014.1,1,854,Fully open,0,AT,EURO,820,31211,1,845
Austria,2020-09-17,36819.99999999999,1,806,Fully open,0,AT,EURO,723,31934,0,845
Austria,2020-09-18,37694,1,874,Fully open,0,AT,EURO,854,32788,5,850
Austria,2020-09-19,38361,1,667,Fully open,0,AT,EURO,806,33594,5,855
Austria,2020-09-20,38832.1,1,471,Fully open,0,AT,EURO,874,34468,4,859
Austria,2020-09-21,39413.99999999999,1,582,Fully open,0,AT,EURO,667,35135,3,862
Austria,2020-09-22,40133.09999999999,1,719,Fully open,0,AT,EURO,471,35606,5,867
Austria,2020-09-23,40937.00000000001,1,804,Fully open,0,AT,EURO,581,36187,4,871
Austria,2020-09-24,41595.09999999999,1,658,Fully open,0,AT,EURO,719,36906,3,874
Austria,2020-09-25,42357.100000000006,1,762,Fully open,0,AT,EURO,804,37710,5,879
Austria,2020-09-26,42948,1,591,Fully open,0,AT,EURO,658,38368,6,885
Austria,2020-09-27,43493.899999999994,1,546,Fully open,0,AT,EURO,762,39130,5,890
Austria,2020-09-28,44232.00000000001,1,738,Fully open,0,AT,EURO,591,39721,5,895
Austria,2020-09-29,44991.1,1,759,Fully open,0,AT,EURO,546,40267,6,901
Austria,2020-09-30,45844.99999999999,1,854,Fully open,0,AT,EURO,738,41005,2,903
Austria,2020-10-01,46634.899999999994,1,790,Fully open,0,AT,EURO,759,41764,6,909
Austria,2020-10-02,47649,1,1014,Fully open,0,AT,EURO,854,42618,3,912
Austria,2020-10-03,48368.1,1,719,Fully open,0,AT,EURO,790,43408,8,920
Austria,2020-10-04,49106,1,738,Fully open,0,AT,EURO,1014,44422,6,926
Austria,2020-10-05,50033,1,927,Fully open,0,AT,EURO,719,45141,5,931
Austria,2020-10-06,51109,1,1076,Fully open,0,AT,EURO,737,45878,10,941
Austria,2020-10-07,52383,1,1274,Fully open,0,AT,EURO,927,46805,9,950
Austria,2020-10-08,53492.99999999999,1,1110,Fully open,0,AT,EURO,1076,47881,12,962
Austria,2020-10-09,54753,1,1260,Fully open,0,AT,EURO,1274,49155,8,970
Austria,2020-10-10,55766.9,1,1014,Fully open,0,AT,EURO,1109,50264,10,980
Austria,2020-10-11,56599,1,832,Fully open,0,AT,EURO,1260,51524,9,989
Austria,2020-10-12,57740,1,1141,Fully open,0,AT,EURO,1014,52538,8,997
Austria,2020-10-13,59060.99999999999,1,1321,Fully open,0,AT,EURO,832,53370,13,1010
Austria,2020-10-14,60497.1,1,1436,Fully open,0,AT,EURO,1141,54511,10,1020
Austria,2020-10-15,62018,1,1521,Fully open,0,AT,EURO,1321,55832,7,1027
Austria,2020-10-16,63812.9,1,1795,Fully open,0,AT,EURO,1436,57268,8,1035
Austria,2020-10-17,65298.90000000001,1,1486,Fully open,0,AT,EURO,1522,58790,6,1041
Austria,2020-10-18,66496.9,1,1198,Fully open,0,AT,EURO,1794,60584,10,1051
Austria,2020-10-19,68144,1,1647,Fully open,0,AT,EURO,1486,62070,16,1067
Austria,2020-10-20,70122,1,1978,Fully open,0,AT,EURO,1197,63267,9,1076
Austria,2020-10-21,72776,1,2654,Fully open,0,AT,EURO,1647,64914,15,1091
Austria,2020-10-22,76008.9,1,3233,Fully open,0,AT,EURO,1977,66891,13,1104
Austria,2020-10-23,79352.9,1,3344,Fully open,0,AT,EURO,2653,69544,20,1124
Austria,2020-10-24,82324,1,2971,Fully open,0,AT,EURO,3231,72775,19,1143
Austria,2020-10-25,84798,1,2474,Fully open,0,AT,EURO,3343,76118,20,1163
Austria,2020-10-26,87579,1,2781,Fully open,0,AT,EURO,2970,79088,17,1180
Austria,2020-10-27,91953.99999999999,1,4375,Fully open,0,AT,EURO,2472,81560,22,1202
Austria,2020-10-28,96423.1,1,4469,Fully open,0,AT,EURO,2781,84341,26,1228
Austria,2020-10-29,101470,1,5047,Fully open,0,AT,EURO,4371,88712,31,1259
Austria,2020-10-30,107187,1,5717,Fully open,0,AT,EURO,4466,93178,35,1294
Austria,2020-10-31,111977.00000000001,1,4790,Fully open,0,AT,EURO,5047,98225,43,1337
Austria,2020-11-01,116454,1,4477,Fully open,0,AT,EURO,5715,103940,40,1377
Austria,2020-11-02,121645.99999999999,1,5192,Fully open,0,AT,EURO,4789,108729,53,1430
Austria,2020-11-03,128010,1,6364,Fully open,0,AT,EURO,4475,113204,33,1463
Austria,2020-11-04,135121.10000000003,1,7111,Fully open,0,AT,EURO,5190,118394,41,1504
Austria,2020-11-05,142073.9,1,6953,Fully open,0,AT,EURO,6360,124754,55,1559
Austria,2020-11-06,150163.9,1,8090,Fully open,0,AT,EURO,7110,131864,64,1623
Austria,2020-11-07,155488.9,1,5325,Fully open,0,AT,EURO,6952,138816,59,1682
Austria,2020-11-08,161234,1,5745,Fully open,0,AT,EURO,8090,146906,48,1730
Austria,2020-11-09,167479.99999999997,1,6246,Fully open,0,AT,EURO,5324,152230,75,1805
Austria,2020-11-10,174918,1,7438,Fully open,0,AT,EURO,5744,157974,55,1860
Austria,2020-11-11,184093.00000000003,1,9175,Fully open,0,AT,EURO,6246,164220,81,1941
Austria,2020-11-12,192350.9,1,8258,Fully open,0,AT,EURO,7435,171655,71,2012
Austria,2020-11-13,199369,1,7018,Fully open,0,AT,EURO,9171,180826,89,2101
Austria,2020-11-14,204466,1,5097,Fully open,0,AT,EURO,8256,189082,101,2202
Austria,2020-11-15,209080,1,4614,Fully open,0,AT,EURO,7014,196096,99,2301
Austria,2020-11-16,215155.00000000003,1,6075,Closed due to COVID-19,1,AT,EURO,5094,201190,97,2398
Austria,2020-11-17,222676.99999999997,1,7522,Closed due to COVID-19,1,AT,EURO,4611,205801,84,2482
Austria,2020-11-18,229111.1,1,6434,Closed due to COVID-19,1,AT,EURO,6072,211873,102,2584
Austria,2020-11-19,235715.99999999997,1,6605,Closed due to COVID-19,1,AT,EURO,7520,219393,105,2689
Austria,2020-11-20,242182,1,6466,Closed due to COVID-19,1,AT,EURO,6434,225827,95,2784
Austria,2020-11-21,247335.00000000003,1,5153,Closed due to COVID-19,1,AT,EURO,6603,232430,117,2901
Austria,2020-11-22,249772.00000000003,1,2437,Closed due to COVID-19,1,AT,EURO,6464,238894,127,3028
Austria,2020-11-23,254381.00000000003,1,4609,Closed due to COVID-19,1,AT,EURO,5151,244045,118,3146
Austria,2020-11-24,260124,1,5743,Closed due to COVID-19,1,AT,EURO,2437,246482,105,3251
Austria,2020-11-25,265514.1,1,5390,Closed due to COVID-19,1,AT,EURO,4608,251090,123,3374
Austria,2020-11-26,270533.00000000006,1,5019,Closed due to COVID-19,1,AT,EURO,5738,256828,105,3479
Austria,2020-11-27,274770.00000000006,1,4237,Closed due to COVID-19,1,AT,EURO,5388,262216,121,3600
Austria,2020-11-28,278507,1,3737,Closed due to COVID-19,1,AT,EURO,5017,267233,120,3720
Austria,2020-11-29,280898,1,2391,Closed due to COVID-19,1,AT,EURO,4236,271469,130,3850
Austria,2020-11-30,284274,1,3376,Closed due to COVID-19,1,AT,EURO,3735,275204,136,3986
Austria,2020-12-01,288211,1,3937,Closed due to COVID-19,1,AT,EURO,2390,277594,122,4108
Austria,2020-12-02,291780.00000000006,1,3569,Closed due to COVID-19,1,AT,EURO,3374,280968,136,4244
Austria,2020-12-03,295435,1,3655,Closed due to COVID-19,1,AT,EURO,3937,284905,143,4387
Austria,2020-12-04,299026.0999999999,1,3591,Closed due to COVID-19,1,AT,EURO,3567,288472,137,4524
Austria,2020-12-05,301891.00000000006,1,2865,Closed due to COVID-19,1,AT,EURO,3654,292126,145,4669
Austria,2020-12-06,303958,1,2067,Closed due to COVID-19,1,AT,EURO,3592,295718,139,4808
Austria,2020-12-07,306470.89999999997,1,2513,Closed due to COVID-19,1,AT,EURO,2865,298583,123,4931
Austria,2020-12-08,309102.00000000006,1,2631,Closed due to COVID-19,1,AT,EURO,2067,300650,105,5036
Austria,2020-12-09,311584.00000000006,1,2482,Closed due to COVID-19,1,AT,EURO,2510,303160,131,5167
Austria,2020-12-10,314674.00000000006,1,3090,Closed due to COVID-19,1,AT,EURO,2631,305791,117,5284
Austria,2020-12-11,317510.00000000006,1,2836,Closed due to COVID-19,1,AT,EURO,2481,308272,133,5417
Austria,2020-12-12,320147.89999999997,1,2638,Closed due to COVID-19,1,AT,EURO,3089,311361,122,5539
Austria,2020-12-13,322654.1,1,2506,Closed due to COVID-19,1,AT,EURO,2834,314195,139,5678
Austria,2020-12-14,325397,1,2743,Closed due to COVID-19,1,AT,EURO,2638,316833,105,5783
Austria,2020-12-15,328155.00000000006,1,2758,Closed due to COVID-19,1,AT,EURO,2505,319338,105,5888
Austria,2020-12-16,330543.99999999994,1,2389,Closed due to COVID-19,1,AT,EURO,2741,322079,115,6003
Austria,2020-12-17,332493.9,1,1950,Closed due to COVID-19,1,AT,EURO,2758,324837,97,6100
Austria,2020-12-18,334645.00000000006,1,2151,Closed due to COVID-19,1,AT,EURO,2389,327226,105,6205
Austria,2020-12-19,336150.00000000006,1,1505,Closed due to COVID-19,1,AT,EURO,1949,329175,108,6313
Austria,2020-12-20,337503,1,1353,Closed due to COVID-19,1,AT,EURO,2150,331325,95,6408
Austria,2020-12-21,339611.1,1,2108,Closed due to COVID-19,1,AT,EURO,1504,332829,94,6502
Austria,2020-12-22,342169.1,1,2558,Closed due to COVID-19,1,AT,EURO,1353,334182,91,6593
Austria,2020-12-23,345023.10000000003,1,2854,Academic break,1,AT,EURO,2096,336278,90,6683
Austria,2020-12-24,346830,1,1807,Academic break,1,AT,EURO,2541,338819,114,6797
Austria,2020-12-25,348116,1,1286,Academic break,1,AT,EURO,2843,341662,99,6896
Austria,2020-12-26,349279,1,1163,Academic break,1,AT,EURO,1801,343463,86,6982
Austria,2020-12-27,350976,1,1697,Academic break,1,AT,EURO,1283,344746,70,7052
Austria,2020-12-28,353101.00000000006,1,2125,Academic break,1,AT,EURO,1157,345903,94,7146
