country,age_grp,date,cumulative_cases_cal,timeline,daily_cases,daily_changes
Austria,aged0to4,2020-02-26,0,NA,NA,NA
Austria,aged0to4,2020-02-27,0,1,0,NA
Austria,aged0to4,2020-02-28,0,1,0,0
Austria,aged0to4,2020-02-29,0,1,0,0
Austria,aged0to4,2020-03-01,0,1,0,0
Austria,aged0to4,2020-03-02,0,1,0,0
Austria,aged0to4,2020-03-03,0,1,0,0
Austria,aged0to4,2020-03-04,0,1,0,0
Austria,aged0to4,2020-03-05,0,1,0,0
Austria,aged0to4,2020-03-06,0,1,0,0
Austria,aged0to4,2020-03-07,0,1,0,0
Austria,aged0to4,2020-03-08,0,1,0,0
Austria,aged0to4,2020-03-09,0,1,0,0
Austria,aged0to4,2020-03-10,1,1,1,1
Austria,aged0to4,2020-03-11,1,1,0,-1
Austria,aged0to4,2020-03-12,1,1,0,0
Austria,aged0to4,2020-03-13,1,1,0,0
Austria,aged0to4,2020-03-14,2,1,1,1
Austria,aged0to4,2020-03-15,3,1,1,0
Austria,aged0to4,2020-03-16,4,1,1,0
Austria,aged0to4,2020-03-17,4,1,0,-1
Austria,aged0to4,2020-03-18,4,1,0,0
Austria,aged0to4,2020-03-19,4,1,0,0
Austria,aged0to4,2020-03-20,4,1,0,0
Austria,aged0to4,2020-03-21,6,1,2,2
Austria,aged0to4,2020-03-22,9,1,3,1
Austria,aged0to4,2020-03-23,14,1,5,2
Austria,aged0to4,2020-03-24,15,1,1,-4
Austria,aged0to4,2020-03-25,17,1,2,1
Austria,aged0to4,2020-03-26,26,1,9,7
Austria,aged0to4,2020-03-27,29,1,3,-6
Austria,aged0to4,2020-03-28,35,1,6,3
Austria,aged0to4,2020-03-29,38,1,3,-3
Austria,aged0to4,2020-03-30,40,1,2,-1
Austria,aged0to4,2020-03-31,41,1,1,-1
Austria,aged0to4,2020-04-01,45,1,4,3
Austria,aged0to4,2020-04-02,46,1,1,-3
Austria,aged0to4,2020-04-03,53,1,7,6
Austria,aged0to4,2020-04-04,53,1,0,-7
Austria,aged0to4,2020-04-05,56,1,3,3
Austria,aged0to4,2020-04-06,58,1,2,-1
Austria,aged0to4,2020-04-07,60,1,2,0
Austria,aged0to4,2020-04-08,64,1,4,2
Austria,aged0to4,2020-04-09,68,1,4,0
Austria,aged0to4,2020-04-10,70,1,2,-2
Austria,aged0to4,2020-04-11,72,1,2,0
Austria,aged0to4,2020-04-12,74,1,2,0
Austria,aged0to4,2020-04-13,74,1,0,-2
Austria,aged0to4,2020-04-14,75,1,1,1
Austria,aged0to4,2020-04-15,75,1,0,-1
Austria,aged0to4,2020-04-16,76,1,1,1
Austria,aged0to4,2020-04-17,79,1,3,2
Austria,aged0to4,2020-04-18,79,1,0,-3
Austria,aged0to4,2020-04-19,79,1,0,0
Austria,aged0to4,2020-04-20,79,1,0,0
Austria,aged0to4,2020-04-21,79,1,0,0
Austria,aged0to4,2020-04-22,80,1,1,1
Austria,aged0to4,2020-04-23,81,1,1,0
Austria,aged0to4,2020-04-24,81,1,0,-1
Austria,aged0to4,2020-04-25,81,1,0,0
Austria,aged0to4,2020-04-26,83,1,2,2
Austria,aged0to4,2020-04-27,83,1,0,-2
Austria,aged0to4,2020-04-28,85,1,2,2
Austria,aged0to4,2020-04-29,87,1,2,0
Austria,aged0to4,2020-04-30,88,1,1,-1
Austria,aged0to4,2020-05-01,89,1,1,0
Austria,aged0to4,2020-05-02,89,1,0,-1
Austria,aged0to4,2020-05-03,89,1,0,0
Austria,aged0to4,2020-05-04,89,1,0,0
Austria,aged0to4,2020-05-05,90,1,1,1
Austria,aged0to4,2020-05-06,91,1,1,0
Austria,aged0to4,2020-05-07,91,1,0,-1
Austria,aged0to4,2020-05-08,92,1,1,1
Austria,aged0to4,2020-05-09,92,1,0,-1
Austria,aged0to4,2020-05-10,92,1,0,0
Austria,aged0to4,2020-05-11,92,1,0,0
Austria,aged0to4,2020-05-12,94,1,2,2
Austria,aged0to4,2020-05-13,94,1,0,-2
Austria,aged0to4,2020-05-14,95,1,1,1
Austria,aged0to4,2020-05-15,101,1,6,5
Austria,aged0to4,2020-05-16,101,1,0,-6
Austria,aged0to4,2020-05-17,102,1,1,1
Austria,aged0to4,2020-05-18,104,1,2,1
Austria,aged0to4,2020-05-19,105,1,1,-1
Austria,aged0to4,2020-05-20,105,1,0,-1
Austria,aged0to4,2020-05-21,105,1,0,0
Austria,aged0to4,2020-05-22,109,1,4,4
Austria,aged0to4,2020-05-23,112,1,3,-1
Austria,aged0to4,2020-05-24,112,1,0,-3
Austria,aged0to4,2020-05-25,114,1,2,2
Austria,aged0to4,2020-05-26,114,1,0,-2
Austria,aged0to4,2020-05-27,116,1,2,2
Austria,aged0to4,2020-05-28,118,1,2,0
Austria,aged0to4,2020-05-29,119,1,1,-1
Austria,aged0to4,2020-05-30,120,1,1,0
Austria,aged0to4,2020-05-31,120,1,0,-1
Austria,aged0to4,2020-06-01,120,1,0,0
Austria,aged0to4,2020-06-02,121,1,1,1
Austria,aged0to4,2020-06-03,121,1,0,-1
Austria,aged0to4,2020-06-04,122,1,1,1
Austria,aged0to4,2020-06-05,125,1,3,2
Austria,aged0to4,2020-06-06,125,1,0,-3
Austria,aged0to4,2020-06-07,127,1,2,2
Austria,aged0to4,2020-06-08,127,1,0,-2
Austria,aged0to4,2020-06-09,127,1,0,0
Austria,aged0to4,2020-06-10,129,1,2,2
Austria,aged0to4,2020-06-11,129,1,0,-2
Austria,aged0to4,2020-06-12,129,1,0,0
Austria,aged0to4,2020-06-13,129,1,0,0
Austria,aged0to4,2020-06-14,130,1,1,1
Austria,aged0to4,2020-06-15,132,1,2,1
Austria,aged0to4,2020-06-16,132,1,0,-2
Austria,aged0to4,2020-06-17,132,1,0,0
Austria,aged0to4,2020-06-18,135,1,3,3
Austria,aged0to4,2020-06-19,135,1,0,-3
Austria,aged0to4,2020-06-20,136,1,1,1
Austria,aged0to4,2020-06-21,138,1,2,1
Austria,aged0to4,2020-06-22,139,1,1,-1
Austria,aged0to4,2020-06-23,140,1,1,0
Austria,aged0to4,2020-06-24,142,1,2,1
Austria,aged0to4,2020-06-25,143,1,1,-1
Austria,aged0to4,2020-06-26,144,1,1,0
Austria,aged0to4,2020-06-27,145,1,1,0
Austria,aged0to4,2020-06-28,152,1,7,6
Austria,aged0to4,2020-06-29,154,1,2,-5
Austria,aged0to4,2020-06-30,158,1,4,2
Austria,aged0to4,2020-07-01,161,1,3,-1
Austria,aged0to4,2020-07-02,164,1,3,0
Austria,aged0to4,2020-07-03,170,1,6,3
Austria,aged0to4,2020-07-04,173,1,3,-3
Austria,aged0to4,2020-07-05,182,1,9,6
Austria,aged0to4,2020-07-06,185,1,3,-6
Austria,aged0to4,2020-07-07,188,1,3,0
Austria,aged0to4,2020-07-08,190,1,2,-1
Austria,aged0to4,2020-07-09,191,1,1,-1
Austria,aged0to4,2020-07-10,196,1,5,4
Austria,aged0to4,2020-07-11,199,1,3,-2
Austria,aged0to4,2020-07-12,202,1,3,0
Austria,aged0to4,2020-07-13,204,1,2,-1
Austria,aged0to4,2020-07-14,207,1,3,1
Austria,aged0to4,2020-07-15,207,1,0,-3
Austria,aged0to4,2020-07-16,214,1,7,7
Austria,aged0to4,2020-07-17,217,1,3,-4
Austria,aged0to4,2020-07-18,219,1,2,-1
Austria,aged0to4,2020-07-19,222,1,3,1
Austria,aged0to4,2020-07-20,226,1,4,1
Austria,aged0to4,2020-07-21,228,1,2,-2
Austria,aged0to4,2020-07-22,230,1,2,0
Austria,aged0to4,2020-07-23,231,1,1,-1
Austria,aged0to4,2020-07-24,236,1,5,4
Austria,aged0to4,2020-07-25,240,1,4,-1
Austria,aged0to4,2020-07-26,243,1,3,-1
Austria,aged0to4,2020-07-27,246,1,3,0
Austria,aged0to4,2020-07-28,250,1,4,1
Austria,aged0to4,2020-07-29,256,1,6,2
Austria,aged0to4,2020-07-30,261,1,5,-1
Austria,aged0to4,2020-07-31,263,1,2,-3
Austria,aged0to4,2020-08-01,266,1,3,1
Austria,aged0to4,2020-08-02,267,1,1,-2
Austria,aged0to4,2020-08-03,267,1,0,-1
Austria,aged0to4,2020-08-04,268,1,1,1
Austria,aged0to4,2020-08-05,271,1,3,2
Austria,aged0to4,2020-08-06,271,1,0,-3
Austria,aged0to4,2020-08-07,272,1,1,1
Austria,aged0to4,2020-08-08,275,1,3,2
Austria,aged0to4,2020-08-09,277,1,2,-1
Austria,aged0to4,2020-08-10,281,1,4,2
Austria,aged0to4,2020-08-11,286,1,5,1
Austria,aged0to4,2020-08-12,289,1,3,-2
Austria,aged0to4,2020-08-13,291,1,2,-1
Austria,aged0to4,2020-08-14,294,1,3,1
Austria,aged0to4,2020-08-15,295,1,1,-2
Austria,aged0to4,2020-08-16,296,1,1,0
Austria,aged0to4,2020-08-17,298,1,2,1
Austria,aged0to4,2020-08-18,300,1,2,0
Austria,aged0to4,2020-08-19,307,1,7,5
Austria,aged0to4,2020-08-20,311,1,4,-3
Austria,aged0to4,2020-08-21,318,1,7,3
Austria,aged0to4,2020-08-22,323,1,5,-2
Austria,aged0to4,2020-08-23,324,1,1,-4
Austria,aged0to4,2020-08-24,329,1,5,4
Austria,aged0to4,2020-08-25,336,1,7,2
Austria,aged0to4,2020-08-26,344,1,8,1
Austria,aged0to4,2020-08-27,348,1,4,-4
Austria,aged0to4,2020-08-28,355,1,7,3
Austria,aged0to4,2020-08-29,358,1,3,-4
Austria,aged0to4,2020-08-30,362,1,4,1
Austria,aged0to4,2020-08-31,370,1,8,4
Austria,aged0to4,2020-09-01,373,1,3,-5
Austria,aged0to4,2020-09-02,382,1,9,6
Austria,aged0to4,2020-09-03,391,1,9,0
Austria,aged0to4,2020-09-04,399,1,8,-1
Austria,aged0to4,2020-09-05,407,1,8,0
Austria,aged0to4,2020-09-06,413,1,6,-2
Austria,aged0to4,2020-09-07,420,1,7,1
Austria,aged0to4,2020-09-08,437,1,17,10
Austria,aged0to4,2020-09-09,451,1,14,-3
Austria,aged0to4,2020-09-10,469,1,18,4
Austria,aged0to4,2020-09-11,493,1,24,6
Austria,aged0to4,2020-09-12,499,1,6,-18
Austria,aged0to4,2020-09-13,508,1,9,3
Austria,aged0to4,2020-09-14,520,1,12,3
Austria,aged0to4,2020-09-15,530,1,10,-2
Austria,aged0to4,2020-09-16,543,1,13,3
Austria,aged0to4,2020-09-17,555,1,12,-1
Austria,aged0to4,2020-09-18,570,1,15,3
Austria,aged0to4,2020-09-19,581,1,11,-4
Austria,aged0to4,2020-09-20,588,1,7,-4
Austria,aged0to4,2020-09-21,594,1,6,-1
Austria,aged0to4,2020-09-22,613,1,19,13
Austria,aged0to4,2020-09-23,621,1,8,-11
Austria,aged0to4,2020-09-24,630,1,9,1
Austria,aged0to4,2020-09-25,639,1,9,0
Austria,aged0to4,2020-09-26,647,1,8,-1
Austria,aged0to4,2020-09-27,653,1,6,-2
Austria,aged0to4,2020-09-28,665,1,12,6
Austria,aged0to4,2020-09-29,671,1,6,-6
Austria,aged0to4,2020-09-30,681,1,10,4
Austria,aged0to4,2020-10-01,686,1,5,-5
Austria,aged0to4,2020-10-02,700,1,14,9
Austria,aged0to4,2020-10-03,720,1,20,6
Austria,aged0to4,2020-10-04,732,1,12,-8
Austria,aged0to4,2020-10-05,749,1,17,5
Austria,aged0to4,2020-10-06,762,1,13,-4
Austria,aged0to4,2020-10-07,780,1,18,5
Austria,aged0to4,2020-10-08,789,1,9,-9
Austria,aged0to4,2020-10-09,802,1,13,4
Austria,aged0to4,2020-10-10,812,1,10,-3
Austria,aged0to4,2020-10-11,820,1,8,-2
Austria,aged0to4,2020-10-12,832,1,12,4
Austria,aged0to4,2020-10-13,847,1,15,3
Austria,aged0to4,2020-10-14,862,1,15,0
Austria,aged0to4,2020-10-15,886,1,24,9
Austria,aged0to4,2020-10-16,915,1,29,5
Austria,aged0to4,2020-10-17,929,1,14,-15
Austria,aged0to4,2020-10-18,939,1,10,-4
Austria,aged0to4,2020-10-19,959,1,20,10
Austria,aged0to4,2020-10-20,970,1,11,-9
Austria,aged0to4,2020-10-21,996,1,26,15
Austria,aged0to4,2020-10-22,1017,1,21,-5
Austria,aged0to4,2020-10-23,1044,1,27,6
Austria,aged0to4,2020-10-24,1065,1,21,-6
Austria,aged0to4,2020-10-25,1082,1,17,-4
Austria,aged0to4,2020-10-26,1105,1,23,6
Austria,aged0to4,2020-10-27,1135,1,30,7
Austria,aged0to4,2020-10-28,1174,1,39,9
Austria,aged0to4,2020-10-29,1204,1,30,-9
Austria,aged0to4,2020-10-30,1236,1,32,2
Austria,aged0to4,2020-10-31,1264,1,28,-4
Austria,aged0to4,2020-11-01,1301,1,37,9
Austria,aged0to4,2020-11-02,1332,1,31,-6
Austria,aged0to4,2020-11-03,1357,1,25,-6
Austria,aged0to4,2020-11-04,1399,1,42,17
Austria,aged0to4,2020-11-05,1429,1,30,-12
Austria,aged0to4,2020-11-06,1471,1,42,12
Austria,aged0to4,2020-11-07,1505,1,34,-8
Austria,aged0to4,2020-11-08,1537,1,32,-2
Austria,aged0to4,2020-11-09,1586,1,49,17
Austria,aged0to4,2020-11-10,1648,1,62,13
Austria,aged0to4,2020-11-11,1693,1,45,-17
Austria,aged0to4,2020-11-12,1746,1,53,8
Austria,aged0to4,2020-11-13,1781,1,35,-18
Austria,aged0to4,2020-11-14,1826,1,45,10
Austria,aged0to4,2020-11-15,1863,1,37,-8
Austria,aged0to4,2020-11-16,1918,1,55,18
Austria,aged0to4,2020-11-17,1978,1,60,5
Austria,aged0to4,2020-11-18,2019,1,41,-19
Austria,aged0to4,2020-11-19,2060,1,41,0
Austria,aged0to4,2020-11-20,2103,1,43,2
Austria,aged0to4,2020-11-21,2140,1,37,-6
Austria,aged0to4,2020-11-22,2167,1,27,-10
Austria,aged0to4,2020-11-23,2197,1,30,3
Austria,aged0to4,2020-11-24,2242,1,45,15
Austria,aged0to4,2020-11-25,2278,1,36,-9
Austria,aged0to4,2020-11-26,2308,1,30,-6
Austria,aged0to4,2020-11-27,2339,1,31,1
Austria,aged0to4,2020-11-28,2359,1,20,-11
Austria,aged0to4,2020-11-29,2377,1,18,-2
Austria,aged0to4,2020-11-30,2399,1,22,4
Austria,aged0to4,2020-12-01,2418,1,19,-3
Austria,aged0to4,2020-12-02,2446,1,28,9
Austria,aged0to4,2020-12-03,2466,1,20,-8
Austria,aged0to4,2020-12-04,2495,1,29,9
Austria,aged0to4,2020-12-05,2519,1,24,-5
Austria,aged0to4,2020-12-06,2535,1,16,-8
Austria,aged0to4,2020-12-07,2550,1,15,-1
Austria,aged0to4,2020-12-08,2570,1,20,5
Austria,aged0to4,2020-12-09,2584,1,14,-6
Austria,aged0to4,2020-12-10,2603,1,19,5
Austria,aged0to4,2020-12-11,2632,1,29,10
Austria,aged0to4,2020-12-12,2647,1,15,-14
Austria,aged0to4,2020-12-13,2662,1,15,0
Austria,aged0to4,2020-12-14,2675,1,13,-2
Austria,aged0to4,2020-12-15,2686,1,11,-2
Austria,aged0to4,2020-12-16,2702,1,16,5
Austria,aged0to4,2020-12-17,2720,1,18,2
Austria,aged0to4,2020-12-18,2736,1,16,-2
Austria,aged0to4,2020-12-19,2747,1,11,-5
Austria,aged0to4,2020-12-20,2754,1,7,-4
Austria,aged0to4,2020-12-21,2770,1,16,9
Austria,aged0to4,2020-12-22,2783,1,13,-3
Austria,aged0to4,2020-12-23,2798,1,15,2
Austria,aged0to4,2020-12-24,2807,1,9,-6
Austria,aged0to4,2020-12-25,2822,1,15,6
Austria,aged0to4,2020-12-26,2826,1,4,-11
Austria,aged0to4,2020-12-27,2848,1,22,18
Austria,aged0to4,2020-12-28,2858,1,10,-12
Austria,aged0to4,2020-12-29,2875,1,17,7
Austria,aged0to4,2020-12-30,2886,1,11,-6
Austria,aged0to4,2020-12-31,2892,1,6,-5
Austria,aged0to4,2021-01-01,2901,1,9,3
Austria,aged0to4,2021-01-02,2908,1,7,-2
Austria,aged0to4,2021-01-03,2916,1,8,1
Austria,aged0to4,2021-01-04,2923,1,7,-1
Austria,aged0to4,2021-01-05,2940,1,17,10
Austria,aged0to4,2021-01-06,2949,1,9,-8
Austria,aged0to4,2021-01-07,2960,1,11,2
Austria,aged0to4,2021-01-08,2969,1,9,-2
Austria,aged0to4,2021-01-09,2979,1,10,1
Austria,aged0to4,2021-01-10,2988,1,9,-1
Austria,aged0to4,2021-01-11,3000,1,12,3
Austria,aged0to4,2021-01-12,3011,1,11,-1
Austria,aged0to4,2021-01-13,3017,1,6,-5
Austria,aged0to4,2021-01-14,3026,1,9,3
Austria,aged0to4,2021-01-15,3035,1,9,0
Austria,aged0to4,2021-01-16,3044,1,9,0
Austria,aged0to4,2021-01-17,3050,1,6,-3
Austria,aged0to4,2021-01-18,3056,1,6,0
Austria,aged0to4,2021-01-19,3070,1,14,8
Austria,aged0to4,2021-01-20,3085,1,15,1
Austria,aged0to4,2021-01-21,3106,1,21,6
Austria,aged0to4,2021-01-22,3121,1,15,-6
Austria,aged0to4,2021-01-23,3143,1,22,7
Austria,aged0to4,2021-01-24,3158,1,15,-7
Austria,aged0to4,2021-01-25,3174,1,16,1
Austria,aged0to4,2021-01-26,3187,1,13,-3
Austria,aged0to4,2021-01-27,3207,1,20,7
Austria,aged0to4,2021-01-28,3222,1,15,-5
Austria,aged0to4,2021-01-29,3251,1,29,14
Austria,aged0to4,2021-01-30,3265,1,14,-15
Austria,aged0to4,2021-01-31,3291,1,26,12
Austria,aged0to4,2021-02-01,3308,1,17,-9
Austria,aged0to4,2021-02-02,3335,1,27,10
Austria,aged0to4,2021-02-03,3350,1,15,-12
Austria,aged0to4,2021-02-04,3373,1,23,8
Austria,aged0to4,2021-02-05,3402,1,29,6
Austria,aged0to4,2021-02-06,3416,1,14,-15
Austria,aged0to4,2021-02-07,3435,1,19,5
Austria,aged0to4,2021-02-08,3452,1,17,-2
Austria,aged0to4,2021-02-09,3472,1,20,3
Austria,aged0to4,2021-02-10,3490,1,18,-2
Austria,aged0to4,2021-02-11,3522,1,32,14
Austria,aged0to4,2021-02-12,3531,1,9,-23
Austria,aged0to4,2021-02-13,3551,1,20,11
Austria,aged0to4,2021-02-14,3571,1,20,0
Austria,aged0to4,2021-02-15,3613,1,42,22
Austria,aged0to4,2021-02-16,3638,1,25,-17
Austria,aged0to4,2021-02-17,3673,1,35,10
Austria,aged0to4,2021-02-18,3715,1,42,7
Austria,aged0to4,2021-02-19,3759,1,44,2
Austria,aged0to4,2021-02-20,3801,1,42,-2
Austria,aged0to4,2021-02-21,3843,1,42,0
Austria,aged0to4,2021-02-22,3886,1,43,1
Austria,aged0to4,2021-02-23,3946,1,60,17
Austria,aged0to4,2021-02-24,4006,1,60,0
Austria,aged0to4,2021-02-25,4053,1,47,-13
Austria,aged0to4,2021-02-26,4112,1,59,12
Austria,aged0to4,2021-02-27,4170,1,58,-1
Austria,aged0to4,2021-02-28,4205,1,35,-23
Austria,aged0to4,2021-03-01,4247,1,42,7
Austria,aged0to4,2021-03-02,4281,1,34,-8
Austria,aged0to4,2021-03-03,4323,1,42,8
Austria,aged0to4,2021-03-04,4362,1,39,-3
Austria,aged0to4,2021-03-05,4442,1,80,41
Austria,aged0to4,2021-03-06,4511,1,69,-11
Austria,aged0to4,2021-03-07,4540,1,29,-40
Austria,aged0to4,2021-03-08,4587,1,47,18
Austria,aged0to4,2021-03-09,4631,1,44,-3
Austria,aged0to4,2021-03-10,4688,1,57,13
Austria,aged0to4,2021-03-11,4747,1,59,2
Austria,aged0to4,2021-03-12,4819,1,72,13
Austria,aged0to4,2021-03-13,4892,1,73,1
Austria,aged0to4,2021-03-14,4920,1,28,-45
Austria,aged0to4,2021-03-15,4958,1,38,10
Austria,aged0to4,2021-03-16,4995,1,37,-1
Austria,aged0to4,2021-03-17,5078,1,83,46
Austria,aged0to4,2021-03-18,5135,1,57,-26
Austria,aged0to4,2021-03-19,5204,1,69,12
Austria,aged0to4,2021-03-20,5246,1,42,-27
Austria,aged0to4,2021-03-21,5306,1,60,18
Austria,aged0to4,2021-03-22,5374,1,68,8
Austria,aged0to4,2021-03-23,5441,1,67,-1
Austria,aged0to4,2021-03-24,5513,1,72,5
Austria,aged0to4,2021-03-25,5581,1,68,-4
Austria,aged0to4,2021-03-26,5639,1,58,-10
Austria,aged0to4,2021-03-27,5685,1,46,-12
Austria,aged0to4,2021-03-28,5742,1,57,11
Austria,aged0to4,2021-03-29,5806,1,64,7
Austria,aged0to4,2021-03-30,5860,1,54,-10
Austria,aged0to4,2021-03-31,5940,1,80,26
Austria,aged0to4,2021-04-01,6000,1,60,-20
Austria,aged0to4,2021-04-02,6064,1,64,4
Austria,aged0to4,2021-04-03,6120,1,56,-8
Austria,aged0to4,2021-04-04,6155,1,35,-21
Austria,aged0to4,2021-04-05,6189,1,34,-1
Austria,aged0to4,2021-04-06,6228,1,39,5
Austria,aged0to4,2021-04-07,6266,1,38,-1
Austria,aged0to4,2021-04-08,6314,1,48,10
Austria,aged0to4,2021-04-09,6368,1,54,6
Austria,aged0to4,2021-04-10,6405,1,37,-17
Austria,aged0to4,2021-04-11,6443,1,38,1
Austria,aged0to4,2021-04-12,6491,1,48,10
Austria,aged0to4,2021-04-13,6546,1,55,7
Austria,aged0to4,2021-04-14,6600,1,54,-1
Austria,aged0to4,2021-04-15,6653,1,53,-1
Austria,aged0to4,2021-04-16,6711,1,58,5
Austria,aged0to4,2021-04-17,6761,1,50,-8
Austria,aged0to4,2021-04-18,6815,1,54,4
Austria,aged0to4,2021-04-19,6855,1,40,-14
Austria,aged0to4,2021-04-20,6917,1,62,22
Austria,aged0to4,2021-04-21,6985,1,68,6
Austria,aged0to4,2021-04-22,7024,1,39,-29
Austria,aged0to4,2021-04-23,7064,1,40,1
Austria,aged0to4,2021-04-24,7119,1,55,15
Austria,aged0to4,2021-04-25,7168,1,49,-6
Austria,aged0to4,2021-04-26,7218,1,50,1
Austria,aged0to4,2021-04-27,7279,1,61,11
Austria,aged0to4,2021-04-28,7326,1,47,-14
Austria,aged0to4,2021-04-29,7411,1,85,38
Austria,aged0to4,2021-04-30,7454,1,43,-42
Austria,aged0to4,2021-05-01,7506,1,52,9
Austria,aged0to4,2021-05-02,7540,1,34,-18
Austria,aged0to4,2021-05-03,7588,1,48,14
Austria,aged0to4,2021-05-04,7628,1,40,-8
Austria,aged0to4,2021-05-05,7661,1,33,-7
Austria,aged0to4,2021-05-06,7700,1,39,6
Austria,aged0to4,2021-05-07,7731,1,31,-8
Austria,aged0to4,2021-05-08,7762,1,31,0
Austria,aged0to4,2021-05-09,7787,1,25,-6
Austria,aged0to4,2021-05-10,7807,1,20,-5
Austria,aged0to4,2021-05-11,7855,1,48,28
Austria,aged0to4,2021-05-12,7877,1,22,-26
Austria,aged0to4,2021-05-13,7903,1,26,4
Austria,aged0to4,2021-05-14,7931,1,28,2
Austria,aged0to4,2021-05-15,7950,1,19,-9
Austria,aged0to4,2021-05-16,7968,1,18,-1
Austria,aged0to4,2021-05-17,7980,1,12,-6
Austria,aged0to4,2021-05-18,8001,1,21,9
Austria,aged0to4,2021-05-19,8021,1,20,-1
Austria,aged0to4,2021-05-20,8031,1,10,-10
Austria,aged0to4,2021-05-21,8047,1,16,6
Austria,aged0to4,2021-05-22,8064,1,17,1
Austria,aged0to4,2021-05-23,8075,1,11,-6
Austria,aged0to4,2021-05-24,8085,1,10,-1
Austria,aged0to4,2021-05-25,8095,1,10,0
Austria,aged0to4,2021-05-26,8118,1,23,13
Austria,aged0to4,2021-05-27,8140,1,22,-1
Austria,aged0to4,2021-05-28,8148,1,8,-14
Austria,aged0to4,2021-05-29,8157,1,9,1
Austria,aged0to4,2021-05-30,8165,1,8,-1
Austria,aged0to4,2021-05-31,8173,1,8,0
Austria,aged0to4,2021-06-01,8188,1,15,7
Austria,aged0to4,2021-06-02,8195,1,7,-8
Austria,aged0to4,2021-06-03,8209,1,14,7
Austria,aged0to4,2021-06-04,8215,1,6,-8
Austria,aged0to4,2021-06-05,8224,1,9,3
Austria,aged0to4,2021-06-06,8233,1,9,0
Austria,aged0to4,2021-06-07,8241,1,8,-1
Austria,aged0to4,2021-06-08,8251,1,10,2
Austria,aged0to4,2021-06-09,8259,1,8,-2
Austria,aged0to4,2021-06-10,8262,1,3,-5
Austria,aged0to4,2021-06-11,8266,1,4,1
Austria,aged0to4,2021-06-12,8272,1,6,2
Austria,aged0to4,2021-06-13,8277,1,5,-1
Austria,aged0to4,2021-06-14,8279,1,2,-3
Austria,aged0to4,2021-06-15,8285,1,6,4
Austria,aged0to4,2021-06-16,8287,1,2,-4
Austria,aged0to4,2021-06-17,8289,1,2,0
Austria,aged0to4,2021-06-18,8291,1,2,0
Austria,aged0to4,2021-06-19,8291,1,0,-2
Austria,aged0to4,2021-06-20,8293,1,2,2
Austria,aged0to4,2021-06-21,8295,1,2,0
Austria,aged0to4,2021-06-22,8297,1,2,0
Austria,aged0to4,2021-06-23,8301,1,4,2
Austria,aged0to4,2021-06-24,8306,1,5,1
Austria,aged0to4,2021-06-25,8312,1,6,1
Austria,aged0to4,2021-06-26,8313,1,1,-5
Austria,aged0to4,2021-06-27,8314,1,1,0
Austria,aged0to4,2021-06-28,8318,1,4,3
Austria,aged0to4,2021-06-29,8320,1,2,-2
Austria,aged0to4,2021-06-30,8320,1,0,-2
Austria,aged0to4,2021-07-01,8322,1,2,2
Austria,aged0to4,2021-07-02,8323,1,1,-1
Austria,aged0to4,2021-07-03,8323,1,0,-1
Austria,aged0to4,2021-07-04,8324,1,1,1
Austria,aged0to4,2021-07-05,8329,1,5,4
Austria,aged0to4,2021-07-06,8333,1,4,-1
Austria,aged0to4,2021-07-07,8333,1,0,-4
Austria,aged0to4,2021-07-08,8336,1,3,3
Austria,aged0to4,2021-07-09,8338,1,2,-1
Austria,aged0to4,2021-07-10,8341,1,3,1
Austria,aged0to4,2021-07-11,8343,1,2,-1
Austria,aged0to4,2021-07-12,8345,1,2,0
Austria,aged0to4,2021-07-13,8349,1,4,2
Austria,aged0to4,2021-07-14,8353,1,4,0
Austria,aged0to4,2021-07-15,8363,1,10,6
Austria,aged0to4,2021-07-16,8367,1,4,-6
Austria,aged0to4,2021-07-17,8368,1,1,-3
Austria,aged0to4,2021-07-18,8371,1,3,2
Austria,aged0to4,2021-07-19,8377,1,6,3
Austria,aged0to4,2021-07-20,8389,1,12,6
Austria,aged0to4,2021-07-21,8394,1,5,-7
Austria,aged0to4,2021-07-22,8396,1,2,-3
Austria,aged0to4,2021-07-23,8402,1,6,4
Austria,aged0to4,2021-07-24,8404,1,2,-4
Austria,aged0to4,2021-07-25,8411,1,7,5
Austria,aged0to4,2021-07-26,8418,1,7,0
Austria,aged0to4,2021-07-27,8424,1,6,-1
Austria,aged0to4,2021-07-28,8430,1,6,0
Austria,aged0to4,2021-07-29,8444,1,14,8
Austria,aged0to4,2021-07-30,8450,1,6,-8
Austria,aged0to4,2021-07-31,8459,1,9,3
Austria,aged0to4,2021-08-01,8466,1,7,-2
Austria,aged0to4,2021-08-02,8469,1,3,-4
Austria,aged0to4,2021-08-03,8479,1,10,7
Austria,aged0to4,2021-08-04,8483,1,4,-6
Austria,aged0to4,2021-08-05,8489,1,6,2
Austria,aged0to4,2021-08-06,8497,1,8,2
Austria,aged0to4,2021-08-07,8518,1,21,13
Austria,aged0to4,2021-08-08,8524,1,6,-15
Austria,aged0to4,2021-08-09,8540,1,16,10
Austria,aged0to4,2021-08-10,8551,1,11,-5
Austria,aged0to4,2021-08-11,8563,1,12,1
Austria,aged0to4,2021-08-12,8585,1,22,10
Austria,aged0to4,2021-08-13,8604,1,19,-3
Austria,aged0to4,2021-08-14,8618,1,14,-5
Austria,aged0to4,2021-08-15,8633,1,15,1
