country,age_grp,date,cumulative_cases_cal,timeline,daily_cases,daily_changes
Greece,aged10to14,2020-06-17,64.3,1,1,1
Greece,aged10to14,2020-06-18,64.7,1,0,-1
Greece,aged10to14,2020-06-19,65,1,0,0
Greece,aged10to14,2020-06-20,65.4,1,0,0
Greece,aged10to14,2020-06-21,65.7,1,0,0
Greece,aged10to14,2020-06-22,66.4,1,1,1
Greece,aged10to14,2020-06-23,67.1,1,1,0
Greece,aged10to14,2020-06-24,67.1,1,0,-1
Greece,aged10to14,2020-06-25,67.1,1,0,0
Greece,aged10to14,2020-06-26,68.1,1,1,1
Greece,aged10to14,2020-06-27,69.1,1,1,0
Greece,aged10to14,2020-06-28,69.7,1,1,0
Greece,aged10to14,2020-06-29,71.1,1,1,0
Greece,aged10to14,2020-06-30,71.2,1,0,-1
Greece,aged10to14,2020-07-01,71.8,1,1,1
Greece,aged10to14,2020-07-02,71.9,1,0,-1
Greece,aged10to14,2020-07-03,72,1,0,0
Greece,aged10to14,2020-07-04,73,1,1,1
Greece,aged10to14,2020-07-05,73.4,1,0,-1
Greece,aged10to14,2020-07-06,74.4,1,1,1
Greece,aged10to14,2020-07-07,74.8,1,0,-1
Greece,aged10to14,2020-07-08,75.8,1,1,1
Greece,aged10to14,2020-07-09,76.9,1,1,0
Greece,aged10to14,2020-07-10,77.8,1,1,0
Greece,aged10to14,2020-07-11,78.6,1,1,0
Greece,aged10to14,2020-07-12,80.3,1,2,1
Greece,aged10to14,2020-07-13,80.6,1,0,-2
Greece,aged10to14,2020-07-14,83.7,1,3,3
Greece,aged10to14,2020-07-15,NA,1,NA,NA
Greece,aged10to14,2020-07-16,NA,1,NA,NA
Greece,aged10to14,2020-07-17,NA,1,NA,NA
Greece,aged10to14,2020-07-18,87.5,1,NA,NA
Greece,aged10to14,2020-07-19,87.5,1,0,NA
Greece,aged10to14,2020-07-20,87.9,1,0,0
Greece,aged10to14,2020-07-21,88.2,1,0,0
Greece,aged10to14,2020-07-22,89.5,1,1,1
Greece,aged10to14,2020-07-23,90.2,1,1,0
Greece,aged10to14,2020-07-24,90.3,1,0,-1
Greece,aged10to14,2020-07-25,NA,1,NA,NA
Greece,aged10to14,2020-07-26,91,1,NA,NA
Greece,aged10to14,2020-07-27,92.7,1,2,NA
Greece,aged10to14,2020-07-28,94.4,1,2,0
Greece,aged10to14,2020-07-29,96.4,1,2,0
Greece,aged10to14,2020-07-30,97.1,1,1,-1
Greece,aged10to14,2020-07-31,NA,1,NA,NA
Greece,aged10to14,2020-08-01,100.1,1,NA,NA
Greece,aged10to14,2020-08-02,103.4,1,3,NA
Greece,aged10to14,2020-08-03,105.5,1,2,-1
Greece,aged10to14,2020-08-04,109,1,4,2
Greece,aged10to14,2020-08-05,111,1,2,-2
Greece,aged10to14,2020-08-06,113.3,1,2,0
Greece,aged10to14,2020-08-07,116.2,1,3,1
Greece,aged10to14,2020-08-08,119.5,1,3,0
Greece,aged10to14,2020-08-09,121.4,1,2,-1
Greece,aged10to14,2020-08-10,127.7,1,6,4
Greece,aged10to14,2020-08-11,130.4,1,3,-3
Greece,aged10to14,2020-08-12,137.5,1,7,4
Greece,aged10to14,2020-08-13,145.3,1,8,1
Greece,aged10to14,2020-08-14,NA,1,NA,NA
Greece,aged10to14,2020-08-15,NA,1,NA,NA
Greece,aged10to14,2020-08-16,NA,1,NA,NA
Greece,aged10to14,2020-08-17,NA,1,NA,NA
Greece,aged10to14,2020-08-18,NA,1,NA,NA
Greece,aged10to14,2020-08-19,NA,1,NA,NA
Greece,aged10to14,2020-08-20,NA,1,NA,NA
Greece,aged10to14,2020-08-21,NA,1,NA,NA
Greece,aged10to14,2020-08-22,NA,1,NA,NA
Greece,aged10to14,2020-08-23,NA,1,NA,NA
Greece,aged10to14,2020-08-24,NA,1,NA,NA
Greece,aged10to14,2020-08-25,NA,1,NA,NA
Greece,aged10to14,2020-08-26,200.7,1,NA,NA
Greece,aged10to14,2020-08-27,NA,1,NA,NA
Greece,aged10to14,2020-08-28,NA,1,NA,NA
Greece,aged10to14,2020-08-29,NA,1,NA,NA
Greece,aged10to14,2020-08-30,218,1,NA,NA
Greece,aged10to14,2020-08-31,228.2,1,10,NA
Greece,aged10to14,2020-09-01,234.1,1,6,-4
Greece,aged10to14,2020-09-02,NA,1,NA,NA
Greece,aged10to14,2020-09-03,243.8,1,NA,NA
Greece,aged10to14,2020-09-04,NA,1,NA,NA
Greece,aged10to14,2020-09-05,NA,1,NA,NA
Greece,aged10to14,2020-09-06,NA,1,NA,NA
Greece,aged10to14,2020-09-07,NA,1,NA,NA
Greece,aged10to14,2020-09-08,NA,1,NA,NA
Greece,aged10to14,2020-09-09,267.7,1,NA,NA
Greece,aged10to14,2020-09-10,NA,1,NA,NA
Greece,aged10to14,2020-09-11,NA,1,NA,NA
Greece,aged10to14,2020-09-12,NA,1,NA,NA
Greece,aged10to14,2020-09-13,NA,1,NA,NA
Greece,aged10to14,2020-09-14,NA,1,NA,NA
Greece,aged10to14,2020-09-15,NA,1,NA,NA
Greece,aged10to14,2020-09-16,NA,1,NA,NA
Greece,aged10to14,2020-09-17,NA,1,NA,NA
Greece,aged10to14,2020-09-18,NA,1,NA,NA
Greece,aged10to14,2020-09-19,NA,1,NA,NA
Greece,aged10to14,2020-09-20,NA,1,NA,NA
Greece,aged10to14,2020-09-21,NA,1,NA,NA
Greece,aged10to14,2020-09-22,NA,1,NA,NA
Greece,aged10to14,2020-09-23,NA,1,NA,NA
Greece,aged10to14,2020-09-24,NA,1,NA,NA
Greece,aged10to14,2020-09-25,NA,1,NA,NA
Greece,aged10to14,2020-09-26,NA,1,NA,NA
Greece,aged10to14,2020-09-27,NA,1,NA,NA
Greece,aged10to14,2020-09-28,NA,1,NA,NA
Greece,aged10to14,2020-09-29,NA,1,NA,NA
Greece,aged10to14,2020-09-30,NA,1,NA,NA
Greece,aged10to14,2020-10-01,458.7,1,NA,NA
Greece,aged10to14,2020-10-02,468,1,9,NA
Greece,aged10to14,2020-10-03,475.2,1,7,-2
Greece,aged10to14,2020-10-04,480,1,5,-2
Greece,aged10to14,2020-10-05,494.3,1,14,9
Greece,aged10to14,2020-10-06,503.8,1,10,-4
Greece,aged10to14,2020-10-07,517.4,1,14,4
Greece,aged10to14,2020-10-08,533.1,1,16,2
Greece,aged10to14,2020-10-09,545.6,1,12,-4
Greece,aged10to14,2020-10-10,558.7,1,13,1
Greece,aged10to14,2020-10-11,564.6,1,6,-7
Greece,aged10to14,2020-10-12,571.3,1,7,1
Greece,aged10to14,2020-10-13,579.7,1,8,1
Greece,aged10to14,2020-10-14,589.5,1,10,2
Greece,aged10to14,2020-10-15,600.2,1,11,1
Greece,aged10to14,2020-10-16,616.3,1,16,5
Greece,aged10to14,2020-10-17,631.1,1,15,-1
Greece,aged10to14,2020-10-18,644.9,1,14,-1
Greece,aged10to14,2020-10-19,660.2,1,15,1
Greece,aged10to14,2020-10-20,682,1,22,7
Greece,aged10to14,2020-10-21,705.5,1,24,2
Greece,aged10to14,2020-10-22,733.8,1,28,4
Greece,aged10to14,2020-10-23,742.1,1,8,-20
Greece,aged10to14,2020-10-24,791.4,1,49,41
Greece,aged10to14,2020-10-25,816.1,1,25,-24
Greece,aged10to14,2020-10-26,839.8,1,24,-1
Greece,aged10to14,2020-10-27,874.1,1,34,10
Greece,aged10to14,2020-10-28,914.7,1,41,7
Greece,aged10to14,2020-10-29,949.7,1,35,-6
Greece,aged10to14,2020-10-30,995.8,1,46,11
Greece,aged10to14,2020-10-31,1049.1,1,53,7
Greece,aged10to14,2020-11-01,1101.5,1,52,-1
Greece,aged10to14,2020-11-02,1135,1,34,-18
Greece,aged10to14,2020-11-03,1196,1,61,27
Greece,aged10to14,2020-11-04,1281.3,1,85,24
Greece,aged10to14,2020-11-05,1384.6,1,103,18
Greece,aged10to14,2020-11-06,1455,1,70,-33
Greece,aged10to14,2020-11-07,1533.7,1,79,9
Greece,aged10to14,2020-11-08,1580.1,1,46,-33
Greece,aged10to14,2020-11-09,1622.4,1,42,-4
Greece,aged10to14,2020-11-10,1678.5,1,56,14
Greece,aged10to14,2020-11-11,1733.2,1,55,-1
Greece,aged10to14,2020-11-12,1802,1,69,14
Greece,aged10to14,2020-11-13,1862.8,1,61,-8
Greece,aged10to14,2020-11-14,1915.4,1,53,-8
Greece,aged10to14,2020-11-15,1949.8,1,34,-19
Greece,aged10to14,2020-11-16,1984.4,1,35,1
Greece,aged10to14,2020-11-17,2025.9,1,42,7
Greece,aged10to14,2020-11-18,2078.1,1,52,10
Greece,aged10to14,2020-11-19,2122.9,1,45,-7
Greece,aged10to14,2020-11-20,2165.6,1,43,-2
Greece,aged10to14,2020-11-21,2202.2,1,37,-6
Greece,aged10to14,2020-11-22,2228.3,1,26,-11
Greece,aged10to14,2020-11-23,2248.9,1,21,-5
Greece,aged10to14,2020-11-24,2270.1,1,21,0
Greece,aged10to14,2020-11-25,2296.2,1,26,5
Greece,aged10to14,2020-11-26,2331.4,1,35,9
Greece,aged10to14,2020-11-27,2357.9,1,26,-9
Greece,aged10to14,2020-11-28,2377.9,1,20,-6
Greece,aged10to14,2020-11-29,2397.1,1,19,-1
Greece,aged10to14,2020-11-30,2414.5,1,17,-2
Greece,aged10to14,2020-12-01,2445.4,1,31,14
Greece,aged10to14,2020-12-02,2480,1,35,4
Greece,aged10to14,2020-12-03,2505.3,1,25,-10
Greece,aged10to14,2020-12-04,2529.1,1,24,-1
Greece,aged10to14,2020-12-05,2551.5,1,22,-2
Greece,aged10to14,2020-12-06,2562.6,1,11,-11
Greece,aged10to14,2020-12-07,2585.6,1,23,12
Greece,aged10to14,2020-12-08,2605.4,1,20,-3
Greece,aged10to14,2020-12-09,2629.6,1,24,4
Greece,aged10to14,2020-12-10,2648.3,1,19,-5
Greece,aged10to14,2020-12-11,2673.5,1,25,6
Greece,aged10to14,2020-12-12,2689.5,1,16,-9
Greece,aged10to14,2020-12-13,2702.7,1,13,-3
Greece,aged10to14,2020-12-14,2713,1,10,-3
Greece,aged10to14,2020-12-15,2732.6,1,20,10
Greece,aged10to14,2020-12-16,2749.6,1,17,-3
Greece,aged10to14,2020-12-17,2768.6,1,19,2
Greece,aged10to14,2020-12-18,2782.7,1,14,-5
Greece,aged10to14,2020-12-19,2802.2,1,20,6
Greece,aged10to14,2020-12-20,2811.8,1,10,-10
Greece,aged10to14,2020-12-21,2820,1,8,-2
Greece,aged10to14,2020-12-22,2836.7,1,17,9
Greece,aged10to14,2020-12-23,2848.4,1,12,-5
Greece,aged10to14,2020-12-24,2867,1,19,7
Greece,aged10to14,2020-12-25,2878.2,1,11,-8
Greece,aged10to14,2020-12-26,2881.3,1,3,-8
Greece,aged10to14,2020-12-27,2885.8,1,4,1
Greece,aged10to14,2020-12-28,2900.1,1,14,10
Greece,aged10to14,2020-12-29,2916.2,1,16,2
Greece,aged10to14,2020-12-30,2936.8,1,21,5
Greece,aged10to14,2020-12-31,2956.1,1,19,-2
Greece,aged10to14,2021-01-01,2966,1,10,-9
Greece,aged10to14,2021-01-02,2971.7,1,6,-4
Greece,aged10to14,2021-01-03,2978.7,1,7,1
Greece,aged10to14,2021-01-04,2987.2,1,8,1
Greece,aged10to14,2021-01-05,3004.5,1,17,9
Greece,aged10to14,2021-01-06,3021.6,1,17,0
Greece,aged10to14,2021-01-07,3037.5,1,16,-1
Greece,aged10to14,2021-01-08,3055.8,1,18,2
Greece,aged10to14,2021-01-09,3077.4,1,22,4
Greece,aged10to14,2021-01-10,3088,1,11,-11
Greece,aged10to14,2021-01-11,3096.9,1,9,-2
Greece,aged10to14,2021-01-12,3117.9,1,21,12
Greece,aged10to14,2021-01-13,3131.3,1,13,-8
Greece,aged10to14,2021-01-14,3146,1,15,2
Greece,aged10to14,2021-01-15,3159.6,1,14,-1
Greece,aged10to14,2021-01-16,3171.5,1,12,-2
Greece,aged10to14,2021-01-17,3177,1,6,-6
Greece,aged10to14,2021-01-18,3187.1,1,10,4
Greece,aged10to14,2021-01-19,3201.6,1,14,4
Greece,aged10to14,2021-01-20,3216.2,1,15,1
Greece,aged10to14,2021-01-21,3232.7,1,16,1
Greece,aged10to14,2021-01-22,3249.6,1,17,1
Greece,aged10to14,2021-01-23,3263.5,1,14,-3
Greece,aged10to14,2021-01-24,3270.3,1,7,-7
Greece,aged10to14,2021-01-25,3286,1,16,9
Greece,aged10to14,2021-01-26,3310.9,1,25,9
Greece,aged10to14,2021-01-27,3345.4,1,34,9
Greece,aged10to14,2021-01-28,3368.6,1,23,-11
Greece,aged10to14,2021-01-29,3410.1,1,42,19
Greece,aged10to14,2021-01-30,3434.1,1,24,-18
Greece,aged10to14,2021-01-31,3452.6,1,18,-6
Greece,aged10to14,2021-02-01,3472.2,1,20,2
Greece,aged10to14,2021-02-02,3523.1,1,51,31
Greece,aged10to14,2021-02-03,3566.1,1,43,-8
Greece,aged10to14,2021-02-04,3616,1,50,7
Greece,aged10to14,2021-02-05,3667.7,1,52,2
Greece,aged10to14,2021-02-06,3714.4,1,47,-5
Greece,aged10to14,2021-02-07,3750.4,1,36,-11
Greece,aged10to14,2021-02-08,3781,1,31,-5
Greece,aged10to14,2021-02-09,3853.7,1,73,42
Greece,aged10to14,2021-02-10,3926.6,1,73,0
Greece,aged10to14,2021-02-11,3994.3,1,68,-5
Greece,aged10to14,2021-02-12,4051.9,1,58,-10
Greece,aged10to14,2021-02-13,4098.6,1,47,-11
Greece,aged10to14,2021-02-14,4124.9,1,26,-21
Greece,aged10to14,2021-02-15,4145.3,1,20,-6
Greece,aged10to14,2021-02-16,4174.2,1,29,9
Greece,aged10to14,2021-02-17,4200.1,1,26,-3
Greece,aged10to14,2021-02-18,4244.6,1,44,18
Greece,aged10to14,2021-02-19,4287.6,1,43,-1
Greece,aged10to14,2021-02-20,4336.8,1,49,6
Greece,aged10to14,2021-02-21,4364,1,27,-22
Greece,aged10to14,2021-02-22,4384.2,1,20,-7
Greece,aged10to14,2021-02-23,4434,1,50,30
Greece,aged10to14,2021-02-24,4498.2,1,64,14
Greece,aged10to14,2021-02-25,4561.8,1,64,0
Greece,aged10to14,2021-02-26,4616.4,1,55,-9
Greece,aged10to14,2021-02-27,4665.5,1,49,-6
Greece,aged10to14,2021-02-28,4713.1,1,48,-1
Greece,aged10to14,2021-03-01,4744.4,1,31,-17
Greece,aged10to14,2021-03-02,4822.7,1,78,47
Greece,aged10to14,2021-03-03,4909.8,1,87,9
Greece,aged10to14,2021-03-04,4997.8,1,88,1
Greece,aged10to14,2021-03-05,5080.1,1,82,-6
Greece,aged10to14,2021-03-06,5163.8,1,84,2
Greece,aged10to14,2021-03-07,5195.1,1,31,-53
Greece,aged10to14,2021-03-08,5231.8,1,37,6
Greece,aged10to14,2021-03-09,5310.9,1,79,42
Greece,aged10to14,2021-03-10,5384.8,1,74,-5
Greece,aged10to14,2021-03-11,5457.2,1,72,-2
Greece,aged10to14,2021-03-12,5525.1,1,68,-4
Greece,aged10to14,2021-03-13,5609.7,1,85,17
Greece,aged10to14,2021-03-14,5660.3,1,51,-34
Greece,aged10to14,2021-03-15,5690.5,1,30,-21
Greece,aged10to14,2021-03-16,5730.4,1,40,10
Greece,aged10to14,2021-03-17,5811.7,1,81,41
Greece,aged10to14,2021-03-18,5889.8,1,78,-3
Greece,aged10to14,2021-03-19,5966.1,1,76,-2
Greece,aged10to14,2021-03-20,6039,1,73,-3
Greece,aged10to14,2021-03-21,6082.1,1,43,-30
Greece,aged10to14,2021-03-22,6122.8,1,41,-2
Greece,aged10to14,2021-03-23,6209.6,1,87,46
Greece,aged10to14,2021-03-24,6287.3,1,78,-9
Greece,aged10to14,2021-03-25,6353.2,1,66,-12
Greece,aged10to14,2021-03-26,6392.8,1,40,-26
Greece,aged10to14,2021-03-27,6477.7,1,85,45
Greece,aged10to14,2021-03-28,6527.8,1,50,-35
Greece,aged10to14,2021-03-29,6563.1,1,35,-15
Greece,aged10to14,2021-03-30,6672.2,1,109,74
Greece,aged10to14,2021-03-31,6757.6,1,85,-24
Greece,aged10to14,2021-04-01,6851.7,1,94,9
Greece,aged10to14,2021-04-02,6942.3,1,91,-3
Greece,aged10to14,2021-04-03,7029,1,87,-4
Greece,aged10to14,2021-04-04,7087.1,1,58,-29
Greece,aged10to14,2021-04-05,7124,1,37,-21
Greece,aged10to14,2021-04-06,7227.4,1,103,66
Greece,aged10to14,2021-04-07,7312.2,1,85,-18
Greece,aged10to14,2021-04-08,7396.2,1,84,-1
Greece,aged10to14,2021-04-09,7475.7,1,80,-4
Greece,aged10to14,2021-04-10,7559.9,1,84,4
Greece,aged10to14,2021-04-11,7613.2,1,53,-31
Greece,aged10to14,2021-04-12,7666.5,1,53,0
Greece,aged10to14,2021-04-13,7817.7,1,151,98
Greece,aged10to14,2021-04-14,7907,1,89,-62
Greece,aged10to14,2021-04-15,8046.4,1,139,50
Greece,aged10to14,2021-04-16,8154.4,1,108,-31
Greece,aged10to14,2021-04-17,8231.1,1,77,-31
Greece,aged10to14,2021-04-18,8295.3,1,64,-13
Greece,aged10to14,2021-04-19,8349.6,1,54,-10
Greece,aged10to14,2021-04-20,8469.3,1,120,66
Greece,aged10to14,2021-04-21,8544.3,1,75,-45
Greece,aged10to14,2021-04-22,8622.3,1,78,3
Greece,aged10to14,2021-04-23,8713.7,1,91,13
Greece,aged10to14,2021-04-24,8792.6,1,79,-12
Greece,aged10to14,2021-04-25,8832.3,1,40,-39
Greece,aged10to14,2021-04-26,8863.8,1,32,-8
Greece,aged10to14,2021-04-27,8943.2,1,79,47
Greece,aged10to14,2021-04-28,9015.2,1,72,-7
Greece,aged10to14,2021-04-29,9081.3,1,66,-6
Greece,aged10to14,2021-04-30,NA,1,NA,NA
Greece,aged10to14,2021-05-01,9203.6,1,NA,NA
Greece,aged10to14,2021-05-02,NA,1,NA,NA
Greece,aged10to14,2021-05-03,9267.5,1,NA,NA
Greece,aged10to14,2021-05-04,9312.6,1,45,NA
Greece,aged10to14,2021-05-05,9374.5,1,62,17
Greece,aged10to14,2021-05-06,9470.8,1,96,34
Greece,aged10to14,2021-05-07,9556.7,1,86,-10
Greece,aged10to14,2021-05-08,9649,1,92,6
Greece,aged10to14,2021-05-09,9705.2,1,56,-36
Greece,aged10to14,2021-05-10,9833.5,1,128,72
Greece,aged10to14,2021-05-11,10016.1,1,183,55
Greece,aged10to14,2021-05-12,10132.4,1,116,-67
Greece,aged10to14,2021-05-13,10256.4,1,124,8
Greece,aged10to14,2021-05-14,NA,1,NA,NA
Greece,aged10to14,2021-05-15,10459.6,1,NA,NA
Greece,aged10to14,2021-05-16,10518.6,1,59,NA
Greece,aged10to14,2021-05-17,10603.2,1,85,26
Greece,aged10to14,2021-05-18,10767.4,1,164,79
Greece,aged10to14,2021-05-19,10884.2,1,117,-47
Greece,aged10to14,2021-05-20,11000.2,1,116,-1
Greece,aged10to14,2021-05-21,11129.8,1,130,14
Greece,aged10to14,2021-05-22,11218.5,1,89,-41
Greece,aged10to14,2021-05-23,11266.9,1,48,-41
Greece,aged10to14,2021-05-24,11371.3,1,104,56
Greece,aged10to14,2021-05-25,11533.9,1,163,59
Greece,aged10to14,2021-05-26,11614.4,1,80,-83
Greece,aged10to14,2021-05-27,11727.3,1,113,33
Greece,aged10to14,2021-05-28,11829.2,1,102,-11
Greece,aged10to14,2021-05-29,11921.6,1,92,-10
Greece,aged10to14,2021-05-30,11974.3,1,53,-39
Greece,aged10to14,2021-05-31,12057.4,1,83,30
Greece,aged10to14,2021-06-01,12173.2,1,116,33
Greece,aged10to14,2021-06-02,12255,1,82,-34
Greece,aged10to14,2021-06-03,12323.6,1,69,-13
Greece,aged10to14,2021-06-04,12388.9,1,65,-4
Greece,aged10to14,2021-06-05,12447.6,1,59,-6
Greece,aged10to14,2021-06-06,12478.1,1,30,-29
Greece,aged10to14,2021-06-07,12533.2,1,55,25
Greece,aged10to14,2021-06-08,12613.4,1,80,25
Greece,aged10to14,2021-06-09,NA,1,NA,NA
Greece,aged10to14,2021-06-10,12703.5,1,NA,NA
Greece,aged10to14,2021-06-11,12741.4,1,38,NA
Greece,aged10to14,2021-06-12,12772,1,31,-7
Greece,aged10to14,2021-06-13,12786.9,1,15,-16
Greece,aged10to14,2021-06-14,12817.2,1,30,15
Greece,aged10to14,2021-06-15,12862.7,1,46,16
Greece,aged10to14,2021-06-16,12888.5,1,26,-20
Greece,aged10to14,2021-06-17,12913.3,1,25,-1
Greece,aged10to14,2021-06-18,12933.8,1,20,-5
Greece,aged10to14,2021-06-19,12954.2,1,20,0
Greece,aged10to14,2021-06-20,12965.7,1,12,-8
Greece,aged10to14,2021-06-21,12974.9,1,9,-3
Greece,aged10to14,2021-06-22,12994.9,1,20,11
Greece,aged10to14,2021-06-23,13016.6,1,22,2
Greece,aged10to14,2021-06-24,13039.3,1,23,1
Greece,aged10to14,2021-06-25,13055.6,1,16,-7
Greece,aged10to14,2021-06-26,13073.4,1,18,2
Greece,aged10to14,2021-06-27,13083.3,1,10,-8
Greece,aged10to14,2021-06-28,13099.3,1,16,6
Greece,aged10to14,2021-06-29,13123.2,1,24,8
Greece,aged10to14,2021-06-30,13152.6,1,29,5
Greece,aged10to14,2021-07-01,13190.6,1,38,9
Greece,aged10to14,2021-07-02,13239.7,1,49,11
Greece,aged10to14,2021-07-03,13305.5,1,66,17
Greece,aged10to14,2021-07-04,13342.1,1,37,-29
Greece,aged10to14,2021-07-05,13393.5,1,51,14
Greece,aged10to14,2021-07-06,13503.8,1,110,59
Greece,aged10to14,2021-07-07,13610.5,1,107,-3
Greece,aged10to14,2021-07-08,13738.8,1,128,21
Greece,aged10to14,2021-07-09,13871.4,1,133,5
Greece,aged10to14,2021-07-10,14028.6,1,157,24
Greece,aged10to14,2021-07-11,14126.7,1,98,-59
Greece,aged10to14,2021-07-12,14302.6,1,176,78
Greece,aged10to14,2021-07-13,14551.3,1,249,73
Greece,aged10to14,2021-07-14,14759.6,1,208,-41
Greece,aged10to14,2021-07-15,14950.4,1,191,-17
Greece,aged10to14,2021-07-16,15138.6,1,188,-3
Greece,aged15to19,2020-04-03,30.2,NA,NA,NA
Greece,aged15to19,2020-04-04,31.7,1,2,NA
Greece,aged15to19,2020-04-05,33.5,1,2,0
Greece,aged15to19,2020-04-06,33.4,1,-0,-2
Greece,aged15to19,2020-04-07,34,1,1,1
Greece,aged15to19,2020-04-08,35.3,1,1,0
Greece,aged15to19,2020-04-09,36.4,1,1,0
Greece,aged15to19,2020-04-10,37.7,1,1,0
Greece,aged15to19,2020-04-11,45.2,1,8,7
Greece,aged15to19,2020-04-12,NA,1,NA,NA
Greece,aged15to19,2020-04-13,NA,1,NA,NA
Greece,aged15to19,2020-04-14,48,1,NA,NA
Greece,aged15to19,2020-04-15,48.9,1,1,NA
Greece,aged15to19,2020-04-16,50.1,1,1,0
Greece,aged15to19,2020-04-17,50.2,1,0,-1
Greece,aged15to19,2020-04-18,50.5,1,0,0
Greece,aged15to19,2020-04-19,NA,1,NA,NA
Greece,aged15to19,2020-04-20,50.5,1,NA,NA
Greece,aged15to19,2020-04-21,51,1,0,NA
Greece,aged15to19,2020-04-22,50.9,1,-0,-0
Greece,aged15to19,2020-04-23,52.1,1,1,1
Greece,aged15to19,2020-04-24,53.1,1,1,0
Greece,aged15to19,2020-04-25,55.3,1,2,1
Greece,aged15to19,2020-04-26,56.2,1,1,-1
Greece,aged15to19,2020-04-27,58.8,1,3,2
Greece,aged15to19,2020-04-28,60.1,1,1,-2
Greece,aged15to19,2020-04-29,60.1,1,0,-1
Greece,aged15to19,2020-04-30,60.9,1,1,1
Greece,aged15to19,2020-05-01,62,1,1,0
Greece,aged15to19,2020-05-02,62.1,1,0,-1
Greece,aged15to19,2020-05-03,62.2,1,0,0
Greece,aged15to19,2020-05-04,62.7,1,0,0
Greece,aged15to19,2020-05-05,63.8,1,1,1
Greece,aged15to19,2020-05-06,64.1,1,0,-1
Greece,aged15to19,2020-05-07,64.2,1,0,0
Greece,aged15to19,2020-05-08,64.7,1,0,0
Greece,aged15to19,2020-05-09,64.7,1,0,0
Greece,aged15to19,2020-05-10,64.8,1,0,0
Greece,aged15to19,2020-05-11,64.3,1,-0,-0
Greece,aged15to19,2020-05-12,65.5,1,1,1
Greece,aged15to19,2020-05-13,67.2,1,2,1
Greece,aged15to19,2020-05-14,67.4,1,0,-2
Greece,aged15to19,2020-05-15,71.8,1,4,4
Greece,aged15to19,2020-05-16,72.2,1,0,-4
Greece,aged15to19,2020-05-17,74.9,1,3,3
Greece,aged15to19,2020-05-18,74.9,1,0,-3
Greece,aged15to19,2020-05-19,75,1,0,0
Greece,aged15to19,2020-05-20,76.6,1,2,2
Greece,aged15to19,2020-05-21,79.8,1,3,1
Greece,aged15to19,2020-05-22,83,1,3,0
Greece,aged15to19,2020-05-23,83.1,1,0,-3
Greece,aged15to19,2020-05-24,83.1,1,0,0
Greece,aged15to19,2020-05-25,83.1,1,0,0
Greece,aged15to19,2020-05-26,83.7,1,1,1
Greece,aged15to19,2020-05-27,85.5,1,2,1
Greece,aged15to19,2020-05-28,85.4,1,-0,-2
Greece,aged15to19,2020-05-29,85.4,1,0,0
Greece,aged15to19,2020-05-30,85.7,1,0,0
Greece,aged15to19,2020-05-31,85.7,1,0,0
Greece,aged15to19,2020-06-01,85.5,1,-0,-0
Greece,aged15to19,2020-06-02,85.5,1,0,0
Greece,aged15to19,2020-06-03,NA,1,NA,NA
Greece,aged15to19,2020-06-04,NA,1,NA,NA
Greece,aged15to19,2020-06-05,NA,1,NA,NA
Greece,aged15to19,2020-06-06,NA,1,NA,NA
Greece,aged15to19,2020-06-07,NA,1,NA,NA
Greece,aged15to19,2020-06-08,89.4,1,NA,NA
Greece,aged15to19,2020-06-09,90.6,1,1,NA
Greece,aged15to19,2020-06-10,91.2,1,1,0
Greece,aged15to19,2020-06-11,91.9,1,1,0
Greece,aged15to19,2020-06-12,92.5,1,1,0
Greece,aged15to19,2020-06-13,92.6,1,0,-1
Greece,aged15to19,2020-06-14,93,1,0,0
Greece,aged15to19,2020-06-15,93.7,1,1,1
Greece,aged15to19,2020-06-16,93.7,1,0,-1
Greece,aged15to19,2020-06-17,95.4,1,2,2
Greece,aged15to19,2020-06-18,96.1,1,1,-1
Greece,aged15to19,2020-06-19,96.6,1,0,-1
Greece,aged15to19,2020-06-20,97,1,0,0
Greece,aged15to19,2020-06-21,97.4,1,0,0
Greece,aged15to19,2020-06-22,98.2,1,1,1
Greece,aged15to19,2020-06-23,99.1,1,1,0
Greece,aged15to19,2020-06-24,99.3,1,0,-1
Greece,aged15to19,2020-06-25,99.1,1,-0,-0
Greece,aged15to19,2020-06-26,100.3,1,1,1
Greece,aged15to19,2020-06-27,101.3,1,1,0
Greece,aged15to19,2020-06-28,101.9,1,1,0
Greece,aged15to19,2020-06-29,103.5,1,2,1
Greece,aged15to19,2020-06-30,103.8,1,0,-2
Greece,aged15to19,2020-07-01,104.7,1,1,1
Greece,aged15to19,2020-07-02,105.1,1,0,-1
Greece,aged15to19,2020-07-03,105.5,1,0,0
Greece,aged15to19,2020-07-04,106.8,1,1,1
Greece,aged15to19,2020-07-05,107.3,1,0,-1
Greece,aged15to19,2020-07-06,108.7,1,1,1
Greece,aged15to19,2020-07-07,109.4,1,1,0
Greece,aged15to19,2020-07-08,110.4,1,1,0
Greece,aged15to19,2020-07-09,112.6,1,2,1
Greece,aged15to19,2020-07-10,114.8,1,2,0
Greece,aged15to19,2020-07-11,115.8,1,1,-1
Greece,aged15to19,2020-07-12,118,1,2,1
Greece,aged15to19,2020-07-13,118.5,1,0,-2
Greece,aged15to19,2020-07-14,122.2,1,4,4
Greece,aged15to19,2020-07-15,NA,1,NA,NA
