Date,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65to74,Aged75to84,Aged85up,Total,SchoolsClosed,Alpha,Delta,Omicron
17/07/2021,47,85,551,283,140,71,64,28,11,6,1286,1,0,1,0
18/07/2021,44,94,485,243,136,73,48,14,11,2,1150,1,0,1,0
19/07/2021,35,87,480,187,109,63,54,19,5,2,1041,1,0,1,0
20/07/2021,44,99,427,198,115,75,54,24,4,2,1042,1,0,1,0
21/07/2021,40,87,331,147,78,53,31,11,5,1,784,1,0,1,0
22/07/2021,71,118,636,290,175,85,81,26,13,4,1499,1,0,1,0
23/07/2021,72,141,684,330,155,94,68,30,6,1,1581,1,0,1,0
24/07/2021,45,113,598,310,122,97,45,28,11,3,1372,1,0,1,0
25/07/2021,43,83,453,218,109,71,41,29,9,8,1064,1,0,1,0
26/07/2021,59,127,542,266,128,75,43,20,4,4,1268,1,0,1,0
27/07/2021,51,112,366,201,101,54,52,16,2,1,956,1,0,1,0
28/07/2021,65,135,510,338,162,81,80,34,9,8,1422,1,0,1,0
29/07/2021,47,108,582,322,127,84,55,19,9,5,1358,1,0,1,0
30/07/2021,58,145,552,362,164,94,65,30,17,5,1492,1,0,1,0
31/07/2021,59,141,551,325,146,88,65,29,18,2,1424,1,0,1,0
01/08/2021,72,134,467,265,167,89,59,22,6,2,1283,1,0,1,0
02/08/2021,57,126,436,220,118,97,65,18,9,3,1149,1,0,1,0
03/08/2021,37,112,369,166,119,63,56,15,8,3,948,1,0,1,0
04/08/2021,25,52,153,90,54,31,22,10,9,5,451,1,0,1,0
05/08/2021,56,85,373,229,114,77,54,27,15,9,1039,1,0,1,0
06/08/2021,142,328,1009,649,349,226,130,62,32,12,2939,1,0,1,0
07/08/2021,77,172,593,346,167,122,94,31,16,13,1631,1,0,1,0
08/08/2021,64,185,706,411,176,153,78,40,37,9,1859,1,0,1,0
09/08/2021,76,186,476,247,150,106,77,27,18,4,1367,1,0,1,0
10/08/2021,41,111,320,142,85,76,53,17,12,2,859,1,0,1,0
11/08/2021,41,175,382,195,169,100,76,36,26,16,1216,1,0,1,0
12/08/2021,84,250,766,420,261,200,120,66,33,13,2213,1,0,1,0
13/08/2021,95,226,657,344,208,164,111,57,33,20,1915,1,0,1,0
14/08/2021,71,270,689,382,239,174,113,54,32,10,2034,1,0,1,0
15/08/2021,70,241,624,303,210,191,110,57,31,14,1851,1,0,1,0
16/08/2021,60,185,356,169,144,125,95,29,15,1,1179,1,0,1,0
17/08/2021,80,221,415,206,155,130,90,34,24,22,1377,1,0,1,0
18/08/2021,143,331,562,345,236,233,124,86,32,25,2117,1,0,1,0
19/08/2021,109,265,486,278,214,184,121,48,30,26,1761,1,0,1,0
20/08/2021,70,215,423,261,180,139,96,57,24,21,1486,1,0,1,0
21/08/2021,148,532,796,549,333,305,203,94,49,22,3031,1,0,1,0
22/08/2021,96,261,428,303,221,195,116,69,36,14,1739,1,0,1,0
23/08/2021,73,232,290,176,146,141,86,42,11,9,1206,1,0,1,0
24/08/2021,84,258,338,206,195,139,113,56,46,21,1456,1,0,1,0
25/08/2021,73,203,250,175,162,159,96,51,30,20,1219,1,0,1,0
26/08/2021,108,346,452,312,268,231,133,90,61,38,2039,1,0,1,0
27/08/2021,99,300,409,304,233,194,119,67,38,28,1791,1,0,1,0
28/08/2021,138,351,476,365,285,184,132,76,38,15,2060,1,0,1,0
29/08/2021,101,257,320,197,211,176,104,61,29,8,1464,1,0,1,0
30/08/2021,65,207,209,135,125,118,74,54,10,9,1006,1,0,1,0
31/08/2021,94,295,326,225,224,161,111,55,22,18,1531,1,0,1,0
01/09/2021,106,317,352,236,242,195,113,81,37,23,1702,0,0,1,0
02/09/2021,98,288,370,247,241,211,118,87,52,33,1745,0,0,1,0
03/09/2021,77,239,316,218,200,140,85,66,39,29,1409,0,0,1,0
04/09/2021,116,305,379,248,234,172,115,67,42,23,1701,0,0,1,0
05/09/2021,87,230,242,156,158,115,71,75,28,15,1177,0,0,1,0
06/09/2021,105,244,193,132,187,127,65,48,26,15,1142,0,0,1,0
07/09/2021,98,298,280,225,212,154,92,56,37,14,1466,0,0,1,0
08/09/2021,116,358,280,198,240,153,100,55,30,13,1543,0,0,1,0
09/09/2021,77,333,211,177,219,129,70,44,20,11,1291,0,0,1,0
10/09/2021,107,415,275,221,221,156,115,52,38,15,1615,0,0,1,0
11/09/2021,40,118,82,75,70,46,31,19,8,5,494,0,0,1,0
12/09/2021,146,486,299,222,269,171,107,59,35,9,1803,0,0,1,0
13/09/2021,106,404,219,186,196,124,63,54,26,5,1383,0,0,1,0
14/09/2021,84,300,200,138,162,110,71,60,36,14,1175,0,0,1,0
15/09/2021,84,339,160,141,163,147,72,44,19,13,1182,0,0,1,0
16/09/2021,93,409,208,157,203,159,84,59,25,14,1411,0,0,1,0
17/09/2021,85,338,237,189,193,152,83,50,32,30,1389,0,0,1,0
18/09/2021,82,381,233,200,194,154,97,63,30,17,1451,0,0,1,0
19/09/2021,102,346,177,150,175,120,69,49,25,11,1224,0,0,1,0
20/09/2021,84,272,182,156,192,129,61,39,27,10,1152,0,0,1,0
21/09/2021,84,348,181,188,201,154,104,61,52,44,1417,0,0,1,0
22/09/2021,105,352,210,183,246,166,87,38,29,16,1432,0,0,1,0
23/09/2021,84,332,189,174,223,126,106,69,40,10,1353,0,0,1,0
24/09/2021,69,233,194,197,171,125,84,54,25,10,1162,0,0,1,0
25/09/2021,75,290,212,196,231,129,91,62,31,17,1334,0,0,1,0
26/09/2021,95,340,208,205,222,155,118,70,33,12,1458,0,0,1,0
27/09/2021,67,247,144,113,179,121,95,55,22,3,1046,0,0,1,0
28/09/2021,85,270,234,218,236,164,131,76,51,30,1495,0,0,1,0
29/09/2021,87,264,238,194,223,157,142,97,30,14,1446,0,0,1,0
30/09/2021,61,218,204,166,203,154,119,90,37,16,1268,0,0,1,0
01/10/2021,48,175,163,155,172,138,99,62,37,12,1061,0,0,1,0
02/10/2021,69,276,252,236,255,176,138,121,47,12,1582,0,0,1,0
03/10/2021,60,165,154,152,159,121,129,73,31,6,1050,0,0,1,0
04/10/2021,47,145,145,128,129,117,76,62,35,8,892,0,0,1,0
05/10/2021,58,170,168,170,160,133,113,88,41,23,1124,0,0,1,0
06/10/2021,57,164,130,105,161,134,106,64,43,20,984,0,0,1,0
07/10/2021,49,216,182,140,193,161,128,85,29,21,1204,0,0,1,0
08/10/2021,80,324,316,274,322,225,201,143,77,38,2000,0,0,1,0
09/10/2021,97,314,282,295,298,241,177,128,67,39,1938,0,0,1,0
10/10/2021,79,250,157,164,217,178,158,115,47,18,1383,0,0,1,0
11/10/2021,60,202,179,182,239,190,157,103,35,11,1358,0,0,1,0
12/10/2021,78,248,169,198,226,187,159,107,55,38,1465,0,0,1,0
13/10/2021,102,340,266,309,361,243,202,141,70,29,2063,0,0,1,0
14/10/2021,71,251,220,243,271,215,160,119,50,25,1625,0,0,1,0
15/10/2021,92,340,235,258,312,249,188,140,67,31,1912,0,0,1,0
16/10/2021,109,329,247,302,379,271,251,175,86,31,2180,0,0,1,0
17/10/2021,68,241,163,174,218,179,148,113,52,24,1380,0,0,1,0
18/10/2021,79,281,171,174,273,217,173,144,48,15,1575,0,0,1,0
19/10/2021,131,413,284,312,400,295,237,195,83,47,2397,0,0,1,0
20/10/2021,80,387,246,278,377,278,239,160,76,19,2140,0,0,1,0
21/10/2021,88,372,222,292,349,273,189,141,81,19,2026,0,0,1,0
22/10/2021,119,458,295,343,399,301,254,178,80,32,2459,0,0,1,0
23/10/2021,125,452,265,324,441,298,245,192,60,22,2424,0,0,1,0
24/10/2021,73,296,197,203,299,252,194,149,49,11,1723,1,0,1,0
25/10/2021,91,322,195,215,311,263,210,171,54,12,1844,1,0,1,0
26/10/2021,142,420,198,259,392,312,216,171,68,11,2189,1,0,1,0
27/10/2021,63,289,181,207,266,205,209,126,66,14,1626,1,0,1,0
28/10/2021,122,449,262,355,441,357,304,201,78,32,2601,1,0,1,0
29/10/2021,109,409,311,369,496,323,241,193,81,16,2548,1,0,1,0
30/10/2021,98,440,356,500,505,411,320,228,75,29,2962,1,0,1,0
31/10/2021,70,311,273,332,344,247,205,127,42,7,1958,1,0,1,0
01/11/2021,128,439,422,429,533,349,270,203,69,10,2852,0,0,1,0
02/11/2021,146,622,511,537,686,494,349,278,77,21,3721,0,0,1,0
03/11/2021,46,175,163,200,250,180,125,92,18,10,1259,0,0,1,0
04/11/2021,180,688,618,634,783,601,434,298,102,13,4351,0,0,1,0
05/11/2021,149,731,765,710,778,588,404,265,99,21,4510,0,0,1,0
06/11/2021,203,799,886,832,865,695,520,343,96,18,5257,0,0,1,0
07/11/2021,126,505,489,450,516,382,286,208,61,12,3035,0,0,1,0
08/11/2021,185,596,639,559,600,485,388,197,70,8,3727,0,0,1,0
09/11/2021,177,587,580,541,570,457,347,222,75,15,3571,0,0,1,0
10/11/2021,159,498,396,423,487,385,350,186,71,18,2973,0,0,1,0
11/11/2021,168,623,560,523,596,484,368,244,90,18,3674,0,0,1,0
12/11/2021,256,943,779,847,959,699,500,349,124,22,5478,0,0,1,0
13/11/2021,224,814,632,728,815,607,451,256,97,13,4637,0,0,1,0
14/11/2021,175,637,519,592,694,525,358,216,76,11,3803,0,0,1,0
15/11/2021,240,826,628,664,821,597,451,265,69,8,4569,0,0,1,0
16/11/2021,226,769,591,615,794,585,431,282,81,27,4401,0,0,1,0
17/11/2021,192,756,407,515,639,468,335,230,70,18,3630,0,0,1,0
18/11/2021,208,968,555,666,825,603,416,279,100,27,4647,0,0,1,0
19/11/2021,169,632,420,429,589,406,263,162,55,12,3137,0,0,1,0
20/11/2021,243,1123,769,917,1074,803,548,351,105,21,5954,0,0,1,0
21/11/2021,171,919,510,618,748,546,385,216,53,10,4176,0,0,1,0
22/11/2021,307,1099,724,865,1014,732,461,331,83,11,5627,0,0,1,0
23/11/2021,153,698,465,544,677,475,347,221,51,23,3654,0,0,1,0
24/11/2021,199,893,487,534,676,515,300,213,51,16,3884,0,0,1,0
25/11/2021,236,1091,594,604,833,604,455,260,71,14,4762,0,0,1,0
26/11/2021,225,1092,620,608,824,573,366,216,75,16,4615,0,0,1,0
27/11/2021,263,985,662,690,880,612,380,235,68,8,4783,0,0,1,0
28/11/2021,194,842,478,540,691,460,294,178,46,10,3733,0,0,1,0
29/11/2021,226,1105,558,610,819,584,408,239,46,8,4603,0,0,1,0
30/11/2021,292,1219,672,751,1062,695,448,257,53,14,5463,0,0,1,0
01/12/2021,202,897,415,502,723,516,314,159,39,13,3780,0,0,1,0
02/12/2021,237,965,488,576,760,548,334,182,60,7,4157,0,0,1,0
03/12/2021,283,1433,659,690,1005,632,406,232,61,9,5410,0,0,1,0
04/12/2021,290,1333,657,841,1064,700,460,205,48,14,5612,0,0,1,0
05/12/2021,280,1137,609,766,1031,640,434,199,42,11,5149,0,0,1,0
06/12/2021,147,643,377,490,547,371,239,102,20,11,2947,0,0,1,0
07/12/2021,298,1225,688,811,1052,785,444,206,45,18,5572,0,0,1,0
08/12/2021,223,1001,436,638,786,552,341,137,24,8,4146,0,0,1,0
09/12/2021,230,892,492,649,770,473,339,131,28,12,4016,0,0,1,0
10/12/2021,204,881,439,720,870,512,305,131,28,14,4104,0,0,1,0
11/12/2021,222,811,480,714,783,506,328,118,25,14,4001,0,0,1,0
12/12/2021,277,956,602,760,951,595,342,133,34,14,4664,0,0,1,0
13/12/2021,267,907,675,780,851,630,369,162,28,11,4680,0,0,0,1
14/12/2021,226,742,517,669,770,485,280,147,31,16,3883,0,0,0,1
15/12/2021,219,759,595,745,852,554,342,116,35,14,4231,0,0,0,1
16/12/2021,188,676,648,904,759,487,311,119,25,17,4134,0,0,0,1
17/12/2021,136,583,590,821,707,414,253,80,30,12,3626,0,0,0,1
18/12/2021,307,957,1232,1753,1392,923,513,184,47,18,7326,0,0,0,1
19/12/2021,264,710,868,1191,932,611,371,134,28,15,5124,0,0,0,1
20/12/2021,234,745,818,1026,891,561,351,126,34,9,4795,0,0,0,1
21/12/2021,260,766,955,1165,940,616,405,113,38,17,5275,0,0,0,1
22/12/2021,167,613,915,1131,861,530,323,119,43,27,4729,1,0,0,1
23/12/2021,204,634,1137,1284,973,590,320,97,32,19,5290,1,0,0,1
24/12/2021,,,,,,,,,,,,,,,
25/12/2021,,,,,,,,,,,,,,,
26/12/2021,,,,,,,,,,,,,,,
27/12/2021,,,,,,,,,,,,,,,
28/12/2021,,,,,,,,,,,,,,,
29/12/2021,,,,,,,,,,,,,,,
30/12/2021,,,,,,,,,,,,,,,
31/12/2021,,,,,,,,,,,,,,,
01/01/2022,,,,,,,,,,,,,,,
