country,date,cumulative_cases_cal,timeline,daily_cases,status,schools_closed,country_code,who_region,new_cases,cumulative_cases,new_deaths,cumulative_deaths
Austria,2020-02-26,1,NA,NA,Fully open,0,AT,EURO,1,1,0,0
Austria,2020-02-27,3,1,2,Fully open,0,AT,EURO,0,1,0,0
Austria,2020-02-28,7,1,4,Fully open,0,AT,EURO,0,1,0,0
Austria,2020-02-29,8,1,1,Fully open,0,AT,EURO,2,3,0,0
Austria,2020-03-01,12,1,4,Fully open,0,AT,EURO,4,7,0,0
Austria,2020-03-02,17,1,5,Fully open,0,AT,EURO,1,8,0,0
Austria,2020-03-03,23,1,6,Fully open,0,AT,EURO,4,12,0,0
Austria,2020-03-04,37,1,14,Fully open,0,AT,EURO,5,17,0,0
Austria,2020-03-05,46,1,9,Fully open,0,AT,EURO,6,23,0,0
Austria,2020-03-06,75,1,29,Fully open,0,AT,EURO,14,37,0,0
Austria,2020-03-07,98,1,23,Fully open,0,AT,EURO,9,46,0,0
Austria,2020-03-08,126,1,28,Fully open,0,AT,EURO,29,75,0,0
Austria,2020-03-09,148,1,22,Fully open,0,AT,EURO,23,98,0,0
Austria,2020-03-10,203,1,55,Fully open,0,AT,EURO,28,126,0,0
Austria,2020-03-11,312,1,109,Fully open,0,AT,EURO,22,148,0,0
Austria,2020-03-12,410.1,1,98,Fully open,0,AT,EURO,55,203,0,0
Austria,2020-03-13,592.1,1,182,Fully open,0,AT,EURO,109,312,0,0
Austria,2020-03-14,802.1,1,210,Fully open,0,AT,EURO,98,410,1,1
Austria,2020-03-15,1000,1,198,Fully open,0,AT,EURO,182,592,0,1
Austria,2020-03-16,1225.9,1,226,Closed due to COVID-19,1,AT,EURO,210,802,1,2
Austria,2020-03-17,1572.1,1,346,Closed due to COVID-19,1,AT,EURO,198,1000,1,3
Austria,2020-03-18,1944,1,372,Closed due to COVID-19,1,AT,EURO,226,1226,2,5
Austria,2020-03-19,2399,1,455,Closed due to COVID-19,1,AT,EURO,346,1572,2,7
Austria,2020-03-20,2908,1,509,Closed due to COVID-19,1,AT,EURO,372,1944,5,12
Austria,2020-03-21,3456,1,548,Closed due to COVID-19,1,AT,EURO,455,2399,3,15
Austria,2020-03-22,4074,1,618,Closed due to COVID-19,1,AT,EURO,509,2908,5,20
Austria,2020-03-23,4761,1,687,Closed due to COVID-19,1,AT,EURO,548,3456,6,26
Austria,2020-03-24,5484,1,723,Closed due to COVID-19,1,AT,EURO,618,4074,8,34
Austria,2020-03-25,6237.9,1,754,Closed due to COVID-19,1,AT,EURO,687,4761,12,46
Austria,2020-03-26,7295,1,1057,Closed due to COVID-19,1,AT,EURO,723,5484,10,56
Austria,2020-03-27,8102.1,1,807,Closed due to COVID-19,1,AT,EURO,754,6238,9,65
Austria,2020-03-28,8719.1,1,617,Closed due to COVID-19,1,AT,EURO,1057,7295,16,81
Austria,2020-03-29,9266.1,1,547,Closed due to COVID-19,1,AT,EURO,807,8102,20,101
Austria,2020-03-30,9937,1,671,Closed due to COVID-19,1,AT,EURO,617,8719,19,120
Austria,2020-03-31,10488,1,551,Closed due to COVID-19,1,AT,EURO,547,9266,14,134
Austria,2020-04-01,11037.1,1,549,Closed due to COVID-19,1,AT,EURO,671,9937,21,155
Austria,2020-04-02,11475,1,438,Closed due to COVID-19,1,AT,EURO,551,10488,18,173
Austria,2020-04-03,11886,1,411,Closed due to COVID-19,1,AT,EURO,549,11037,11,184
Austria,2020-04-04,12138.9,1,253,Academic break,1,AT,EURO,438,11475,20,204
Austria,2020-04-05,12322.1,1,183,Academic break,1,AT,EURO,411,11886,18,222
Austria,2020-04-06,12627.9,1,306,Academic break,1,AT,EURO,253,12139,20,242
Austria,2020-04-07,12917.1,1,289,Academic break,1,AT,EURO,183,12322,22,264
Austria,2020-04-08,13207,1,290,Academic break,1,AT,EURO,306,12628,31,295
Austria,2020-04-09,13483,1,276,Academic break,1,AT,EURO,289,12917,29,324
Austria,2020-04-10,13839.9,1,357,Academic break,1,AT,EURO,290,13207,17,341
Austria,2020-04-11,14042.9,1,203,Academic break,1,AT,EURO,276,13483,22,363
Austria,2020-04-12,14154,1,111,Academic break,1,AT,EURO,357,13840,23,386
Austria,2020-04-13,14241,1,87,Academic break,1,AT,EURO,203,14043,17,403
Austria,2020-04-14,14391,1,150,Academic break,1,AT,EURO,111,14154,12,415
Austria,2020-04-15,14520,1,129,Closed due to COVID-19,1,AT,EURO,87,14241,21,436
Austria,2020-04-16,14631,1,111,Closed due to COVID-19,1,AT,EURO,150,14391,13,449
Austria,2020-04-17,14731,1,100,Closed due to COVID-19,1,AT,EURO,129,14520,15,464
Austria,2020-04-18,14791,1,60,Closed due to COVID-19,1,AT,EURO,111,14631,22,486
Austria,2020-04-19,14837.9,1,47,Closed due to COVID-19,1,AT,EURO,100,14731,13,499
Austria,2020-04-20,14906,1,68,Closed due to COVID-19,1,AT,EURO,60,14791,17,516
Austria,2020-04-21,14975.9,1,70,Closed due to COVID-19,1,AT,EURO,47,14838,16,532
Austria,2020-04-22,15049,1,73,Closed due to COVID-19,1,AT,EURO,68,14906,9,541
Austria,2020-04-23,15108.9,1,60,Closed due to COVID-19,1,AT,EURO,70,14976,18,559
Austria,2020-04-24,15188,1,79,Closed due to COVID-19,1,AT,EURO,73,15049,12,571
Austria,2020-04-25,15250.1,1,62,Closed due to COVID-19,1,AT,EURO,60,15109,6,577
Austria,2020-04-26,15285,1,35,Closed due to COVID-19,1,AT,EURO,79,15188,7,584
Austria,2020-04-27,15355,1,70,Closed due to COVID-19,1,AT,EURO,62,15250,14,598
Austria,2020-04-28,15403.9,1,49,Closed due to COVID-19,1,AT,EURO,35,15285,9,607
Austria,2020-04-29,15465,1,61,Closed due to COVID-19,1,AT,EURO,70,15355,4,611
Austria,2020-04-30,15519,1,54,Closed due to COVID-19,1,AT,EURO,49,15404,13,624
Austria,2020-05-01,15556,1,37,Closed due to COVID-19,1,AT,EURO,61,15465,6,630
Austria,2020-05-02,15584,1,28,Closed due to COVID-19,1,AT,EURO,54,15519,6,636
Austria,2020-05-03,15596,1,12,Closed due to COVID-19,1,AT,EURO,37,15556,3,639
Austria,2020-05-04,15626,1,30,Closed due to COVID-19,1,AT,EURO,28,15584,2,641
Austria,2020-05-05,15680,1,54,Partially open,0,AT,EURO,12,15596,6,647
Austria,2020-05-06,15726.1,1,46,Partially open,0,AT,EURO,30,15626,3,650
Austria,2020-05-07,15764,1,38,Partially open,0,AT,EURO,54,15680,3,653
Austria,2020-05-08,15814,1,50,Partially open,0,AT,EURO,46,15726,4,657
Austria,2020-05-09,15844,1,30,Partially open,0,AT,EURO,38,15764,2,659
Austria,2020-05-10,15859,1,15,Partially open,0,AT,EURO,50,15814,5,664
Austria,2020-05-11,15925,1,66,Partially open,0,AT,EURO,30,15844,4,668
Austria,2020-05-12,15963,1,38,Partially open,0,AT,EURO,15,15859,2,670
Austria,2020-05-13,16015,1,52,Partially open,0,AT,EURO,66,15925,2,672
Austria,2020-05-14,16069,1,54,Partially open,0,AT,EURO,38,15963,1,673
Austria,2020-05-15,16150,1,81,Partially open,0,AT,EURO,52,16015,1,674
Austria,2020-05-16,16165.1,1,15,Partially open,0,AT,EURO,54,16069,3,677
Austria,2020-05-17,16191.1,1,26,Partially open,0,AT,EURO,81,16150,0,677
Austria,2020-05-18,16249,1,58,Partially open,0,AT,EURO,15,16165,1,678
Austria,2020-05-19,16309,1,60,Partially open,0,AT,EURO,26,16191,1,679
Austria,2020-05-20,16339.1,1,30,Partially open,0,AT,EURO,58,16249,3,682
Austria,2020-05-21,16370,1,31,Partially open,0,AT,EURO,60,16309,1,683
Austria,2020-05-22,16398,1,28,Partially open,0,AT,EURO,30,16339,3,686
Austria,2020-05-23,16422.1,1,24,Partially open,0,AT,EURO,31,16370,2,688
Austria,2020-05-24,16453,1,31,Partially open,0,AT,EURO,28,16398,3,691
Austria,2020-05-25,16478,1,25,Partially open,0,AT,EURO,24,16422,1,692
Austria,2020-05-26,16499.9,1,22,Partially open,0,AT,EURO,31,16453,0,692
Austria,2020-05-27,16550,1,50,Partially open,0,AT,EURO,25,16478,1,693
Austria,2020-05-28,16569,1,19,Partially open,0,AT,EURO,22,16500,2,695
Austria,2020-05-29,16611,1,42,Partially open,0,AT,EURO,50,16550,0,695
Austria,2020-05-30,16643.1,1,32,Partially open,0,AT,EURO,19,16569,0,695
Austria,2020-05-31,16648.1,1,5,Partially open,0,AT,EURO,42,16611,1,696
Austria,2020-06-01,16667,1,19,Partially open,0,AT,EURO,32,16643,0,696
Austria,2020-06-02,16683.1,1,16,Partially open,0,AT,EURO,5,16648,0,696
Austria,2020-06-03,16736,1,53,Fully open,0,AT,EURO,19,16667,1,697
Austria,2020-06-04,16753,1,17,Fully open,0,AT,EURO,16,16683,0,697
Austria,2020-06-05,16820,1,67,Fully open,0,AT,EURO,53,16736,3,700
Austria,2020-06-06,16851,1,31,Fully open,0,AT,EURO,17,16753,2,702
Austria,2020-06-07,16876,1,25,Fully open,0,AT,EURO,67,16820,1,703
Austria,2020-06-08,16900.1,1,24,Fully open,0,AT,EURO,31,16851,0,703
Austria,2020-06-09,16915,1,15,Fully open,0,AT,EURO,25,16876,0,703
Austria,2020-06-10,16948.9,1,34,Fully open,0,AT,EURO,24,16900,1,704
Austria,2020-06-11,16971,1,22,Fully open,0,AT,EURO,15,16915,2,706
Austria,2020-06-12,17008,1,37,Fully open,0,AT,EURO,34,16949,2,708
Austria,2020-06-13,17030,1,22,Fully open,0,AT,EURO,22,16971,0,708
Austria,2020-06-14,17048,1,18,Fully open,0,AT,EURO,37,17008,0,708
Austria,2020-06-15,17101.1,1,53,Fully open,0,AT,EURO,22,17030,1,709
Austria,2020-06-16,17119.9,1,19,Fully open,0,AT,EURO,18,17048,3,712
Austria,2020-06-17,17151,1,31,Fully open,0,AT,EURO,53,17101,5,717
Austria,2020-06-18,17183,1,32,Fully open,0,AT,EURO,19,17120,2,719
Austria,2020-06-19,17235.1,1,52,Fully open,0,AT,EURO,31,17151,1,720
Austria,2020-06-20,17267,1,32,Fully open,0,AT,EURO,32,17183,0,720
Austria,2020-06-21,17296,1,29,Fully open,0,AT,EURO,52,17235,1,721
Austria,2020-06-22,17326.9,1,31,Fully open,0,AT,EURO,32,17267,2,723
Austria,2020-06-23,17370,1,43,Fully open,0,AT,EURO,29,17296,1,724
Austria,2020-06-24,17405.1,1,35,Fully open,0,AT,EURO,31,17327,1,725
Austria,2020-06-25,17449.1,1,44,Fully open,0,AT,EURO,43,17370,2,727
Austria,2020-06-26,17522.9,1,74,Fully open,0,AT,EURO,35,17405,2,729
Austria,2020-06-27,17568,1,45,Fully open,0,AT,EURO,44,17449,1,730
Austria,2020-06-28,17631,1,63,Fully open,0,AT,EURO,74,17523,0,730
Austria,2020-06-29,17680.1,1,49,Fully open,0,AT,EURO,45,17568,2,732
Austria,2020-06-30,17781.1,1,101,Fully open,0,AT,EURO,63,17631,1,733
Austria,2020-07-01,17876,1,95,Fully open,0,AT,EURO,49,17680,1,734
Austria,2020-07-02,17956,1,80,Fully open,0,AT,EURO,101,17781,0,734
Austria,2020-07-03,18090,1,134,Fully open,0,AT,EURO,95,17876,0,734
Austria,2020-07-04,18196,1,106,Fully open,0,AT,EURO,80,17956,0,734
Austria,2020-07-05,18272,1,76,Fully open,0,AT,EURO,134,18090,1,735
Austria,2020-07-06,18341,1,69,Fully open,0,AT,EURO,106,18196,0,735
Austria,2020-07-07,18432,1,91,Fully open,0,AT,EURO,76,18272,0,735
Austria,2020-07-08,18548.9,1,117,Fully open,0,AT,EURO,69,18341,0,735
Austria,2020-07-09,18621,1,72,Fully open,0,AT,EURO,91,18432,0,735
Austria,2020-07-10,18726,1,105,Fully open,0,AT,EURO,117,18549,0,735
Austria,2020-07-11,18816,1,90,Academic break,1,AT,EURO,72,18621,0,735
Austria,2020-07-12,18868,1,52,Academic break,1,AT,EURO,105,18726,0,735
Austria,2020-07-13,18966,1,98,Academic break,1,AT,EURO,90,18816,2,737
Austria,2020-07-14,19089,1,123,Academic break,1,AT,EURO,52,18868,1,738
Austria,2020-07-15,19219,1,130,Academic break,1,AT,EURO,98,18966,1,739
Austria,2020-07-16,19359.9,1,141,Academic break,1,AT,EURO,123,19089,0,739
Austria,2020-07-17,19484.1,1,124,Academic break,1,AT,EURO,130,19219,1,740
Austria,2020-07-18,19565,1,81,Academic break,1,AT,EURO,141,19360,0,740
Austria,2020-07-19,19652,1,87,Academic break,1,AT,EURO,124,19484,0,740
Austria,2020-07-20,19742,1,90,Academic break,1,AT,EURO,81,19565,0,740
Austria,2020-07-21,19879.1,1,137,Academic break,1,AT,EURO,87,19652,0,740
Austria,2020-07-22,20041.1,1,162,Academic break,1,AT,EURO,90,19742,2,742
Austria,2020-07-23,20157.9,1,117,Academic break,1,AT,EURO,137,19879,0,742
Austria,2020-07-24,20311,1,153,Academic break,1,AT,EURO,162,20041,0,742
Austria,2020-07-25,20423,1,112,Academic break,1,AT,EURO,117,20158,1,743
Austria,2020-07-26,20524.1,1,101,Academic break,1,AT,EURO,153,20311,0,743
Austria,2020-07-27,20620.1,1,96,Academic break,1,AT,EURO,112,20423,1,744
Austria,2020-07-28,20773,1,153,Academic break,1,AT,EURO,101,20524,0,744
Austria,2020-07-29,20875,1,102,Academic break,1,AT,EURO,96,20620,3,747
Austria,2020-07-30,21065,1,190,Academic break,1,AT,EURO,153,20773,0,747
Austria,2020-07-31,21188,1,123,Academic break,1,AT,EURO,102,20875,1,748
Austria,2020-08-01,21250,1,62,Academic break,1,AT,EURO,190,21065,0,748
Austria,2020-08-02,21320,1,70,Academic break,1,AT,EURO,123,21188,0,748
Austria,2020-08-03,21413,1,93,Academic break,1,AT,EURO,62,21250,0,748
Austria,2020-08-04,21495.9,1,83,Academic break,1,AT,EURO,70,21320,1,749
Austria,2020-08-05,21655.1,1,159,Academic break,1,AT,EURO,93,21413,0,749
Austria,2020-08-06,21773.9,1,119,Academic break,1,AT,EURO,83,21496,0,749
Austria,2020-08-07,21864.1,1,90,Academic break,1,AT,EURO,159,21655,1,750
Austria,2020-08-08,21968,1,104,Academic break,1,AT,EURO,119,21774,1,751
Austria,2020-08-09,22039.9,1,72,Academic break,1,AT,EURO,90,21864,1,752
Austria,2020-08-10,22198,1,158,Academic break,1,AT,EURO,104,21968,1,753
Austria,2020-08-11,22385,1,187,Academic break,1,AT,EURO,72,22040,0,753
Austria,2020-08-12,22575,1,190,Academic break,1,AT,EURO,158,22198,0,753
Austria,2020-08-13,22825.9,1,251,Academic break,1,AT,EURO,187,22385,2,755
Austria,2020-08-14,23175.1,1,349,Academic break,1,AT,EURO,190,22575,1,756
Austria,2020-08-15,23331,1,156,Academic break,1,AT,EURO,251,22826,2,758
Austria,2020-08-16,23499.9,1,169,Academic break,1,AT,EURO,349,23175,1,759
Austria,2020-08-17,23759,1,259,Academic break,1,AT,EURO,156,23331,0,759
Austria,2020-08-18,24011,1,252,Academic break,1,AT,EURO,169,23500,0,759
Austria,2020-08-19,24358,1,347,Academic break,1,AT,EURO,259,23759,0,759
Austria,2020-08-20,24689,1,331,Academic break,1,AT,EURO,252,24011,0,759
Austria,2020-08-21,24991,1,302,Academic break,1,AT,EURO,347,24358,1,760
Austria,2020-08-22,25220,1,229,Academic break,1,AT,EURO,331,24689,0,760
Austria,2020-08-23,25413,1,193,Academic break,1,AT,EURO,302,24991,1,761
Austria,2020-08-24,25656,1,243,Academic break,1,AT,EURO,229,25220,0,761
Austria,2020-08-25,25957,1,301,Academic break,1,AT,EURO,193,25413,0,761
Austria,2020-08-26,26276,1,319,Academic break,1,AT,EURO,243,25656,1,762
Austria,2020-08-27,26502,1,226,Academic break,1,AT,EURO,301,25957,0,762
Austria,2020-08-28,26895.9,1,394,Academic break,1,AT,EURO,319,26276,0,762
Austria,2020-08-29,27133.1,1,237,Academic break,1,AT,EURO,226,26502,0,762
Austria,2020-08-30,27356.1,1,223,Academic break,1,AT,EURO,394,26896,0,762
Austria,2020-08-31,27578,1,222,Academic break,1,AT,EURO,237,27133,0,762
Austria,2020-09-01,27864,1,286,Academic break,1,AT,EURO,223,27356,0,762
Austria,2020-09-02,28293,1,429,Academic break,1,AT,EURO,222,27578,1,763
Austria,2020-09-03,28658.9,1,366,Academic break,1,AT,EURO,286,27864,1,764
Austria,2020-09-04,29039,1,380,Academic break,1,AT,EURO,429,28293,0,764
Austria,2020-09-05,29256,1,217,Academic break,1,AT,EURO,366,28659,0,764
Austria,2020-09-06,29623,1,367,Academic break,1,AT,EURO,380,29039,2,766
Austria,2020-09-07,30019,1,396,Fully open,0,AT,EURO,217,29256,0,766
Austria,2020-09-08,30571,1,552,Fully open,0,AT,EURO,367,29623,0,766
Austria,2020-09-09,31262,1,691,Fully open,0,AT,EURO,396,30019,0,766
Austria,2020-09-10,31861.1,1,599,Fully open,0,AT,EURO,552,30571,1,767
Austria,2020-09-11,32791.1,1,930,Fully open,0,AT,EURO,691,31262,0,767
Austria,2020-09-12,33206,1,415,Fully open,0,AT,EURO,599,31861,4,771
Austria,2020-09-13,33620,1,414,Fully open,0,AT,EURO,930,32791,4,775
Austria,2020-09-14,34440,1,820,Fully open,0,AT,EURO,415,33206,2,777
Austria,2020-09-15,35162.9,1,723,Fully open,0,AT,EURO,414,33620,0,777
Austria,2020-09-16,36017,1,854,Fully open,0,AT,EURO,820,34440,1,778
Austria,2020-09-17,36823,1,806,Fully open,0,AT,EURO,723,35163,0,778
Austria,2020-09-18,37697,1,874,Fully open,0,AT,EURO,854,36017,4,782
Austria,2020-09-19,38363.9,1,667,Fully open,0,AT,EURO,806,36823,3,785
Austria,2020-09-20,38835,1,471,Fully open,0,AT,EURO,874,37697,3,788
Austria,2020-09-21,39417,1,582,Fully open,0,AT,EURO,667,38364,0,788
Austria,2020-09-22,40136,1,719,Fully open,0,AT,EURO,471,38835,4,792
Austria,2020-09-23,40940,1,804,Fully open,0,AT,EURO,582,39417,3,795
Austria,2020-09-24,41597,1,657,Fully open,0,AT,EURO,719,40136,3,798
Austria,2020-09-25,42360,1,763,Fully open,0,AT,EURO,804,40940,5,803
Austria,2020-09-26,42951,1,591,Fully open,0,AT,EURO,657,41597,3,806
Austria,2020-09-27,43496,1,545,Fully open,0,AT,EURO,763,42360,3,809
Austria,2020-09-28,44235.1,1,739,Fully open,0,AT,EURO,591,42951,4,813
Austria,2020-09-29,44994,1,759,Fully open,0,AT,EURO,545,43496,5,818
Austria,2020-09-30,45847,1,853,Fully open,0,AT,EURO,739,44235,1,819
Austria,2020-10-01,46638,1,791,Fully open,0,AT,EURO,759,44994,5,824
Austria,2020-10-02,47652,1,1014,Fully open,0,AT,EURO,853,45847,1,825
Austria,2020-10-03,48370,1,718,Fully open,0,AT,EURO,791,46638,6,831
Austria,2020-10-04,49106.9,1,737,Fully open,0,AT,EURO,1014,47652,5,836
Austria,2020-10-05,50034,1,927,Fully open,0,AT,EURO,718,48370,4,840
Austria,2020-10-06,51112,1,1078,Fully open,0,AT,EURO,737,49107,8,848
Austria,2020-10-07,52386,1,1274,Fully open,0,AT,EURO,927,50034,7,855
Austria,2020-10-08,53495,1,1109,Fully open,0,AT,EURO,1078,51112,8,863
Austria,2020-10-09,54756,1,1261,Fully open,0,AT,EURO,1274,52386,6,869
Austria,2020-10-10,55770.1,1,1014,Fully open,0,AT,EURO,1109,53495,8,877
Austria,2020-10-11,56600,1,830,Fully open,0,AT,EURO,1260,54755,5,882
Austria,2020-10-12,57742,1,1142,Fully open,0,AT,EURO,1014,55769,6,888
Austria,2020-10-13,59064.1,1,1322,Fully open,0,AT,EURO,830,56599,9,897
Austria,2020-10-14,60499,1,1435,Fully open,0,AT,EURO,1142,57741,9,906
Austria,2020-10-15,62020.9,1,1522,Fully open,0,AT,EURO,1322,59063,5,911
Austria,2020-10-16,63816.1,1,1795,Fully open,0,AT,EURO,1435,60498,6,917
Austria,2020-10-17,65300.9,1,1485,Fully open,0,AT,EURO,1522,62020,6,923
Austria,2020-10-18,66500,1,1199,Fully open,0,AT,EURO,1795,63815,8,931
Austria,2020-10-19,68146,1,1646,Fully open,0,AT,EURO,1485,65300,16,947
Austria,2020-10-20,70124,1,1978,Fully open,0,AT,EURO,1199,66499,8,955
Austria,2020-10-21,72779.1,1,2655,Fully open,0,AT,EURO,1646,68145,11,966
Austria,2020-10-22,76010,1,3231,Fully open,0,AT,EURO,1978,70123,12,978
Austria,2020-10-23,79358.1,1,3348,Fully open,0,AT,EURO,2655,72778,18,996
Austria,2020-10-24,82327.1,1,2969,Fully open,0,AT,EURO,3231,76009,19,1015
Austria,2020-10-25,84802,1,2475,Fully open,0,AT,EURO,3348,79357,12,1027
Austria,2020-10-26,87584.1,1,2782,Fully open,0,AT,EURO,2969,82326,12,1039
Austria,2020-10-27,91957,1,4373,Fully open,0,AT,EURO,2475,84801,18,1057
Austria,2020-10-28,96424,1,4467,Fully open,0,AT,EURO,2782,87583,25,1082
Austria,2020-10-29,101469.9,1,5046,Fully open,0,AT,EURO,4374,91957,28,1110
Austria,2020-10-30,107186,1,5716,Fully open,0,AT,EURO,4467,96424,32,1142
Austria,2020-10-31,111975,1,4789,Fully open,0,AT,EURO,5046,101470,36,1178
Austria,2020-11-01,116454,1,4479,Fully open,0,AT,EURO,5716,107186,36,1214
Austria,2020-11-02,121646.1,1,5192,Fully open,0,AT,EURO,4789,111975,47,1261
Austria,2020-11-03,128006,1,6360,Fully open,0,AT,EURO,4479,116454,32,1293
Austria,2020-11-04,135115.1,1,7109,Fully open,0,AT,EURO,5192,121646,38,1331
Austria,2020-11-05,142069,1,6954,Fully open,0,AT,EURO,6360,128006,53,1384
Austria,2020-11-06,150160,1,8091,Fully open,0,AT,EURO,7109,135115,55,1439
Austria,2020-11-07,155482,1,5322,Fully open,0,AT,EURO,6954,142069,59,1498
Austria,2020-11-08,161224,1,5742,Fully open,0,AT,EURO,8091,150160,43,1541
Austria,2020-11-09,167473.9,1,6250,Fully open,0,AT,EURO,5322,155482,69,1610
Austria,2020-11-10,174906.1,1,7432,Fully open,0,AT,EURO,5742,161224,51,1661
Austria,2020-11-11,184082,1,9176,Fully open,0,AT,EURO,6250,167474,74,1735
Austria,2020-11-12,192341,1,8259,Fully open,0,AT,EURO,7432,174906,64,1799
Austria,2020-11-13,199357,1,7016,Fully open,0,AT,EURO,9176,184082,76,1875
Austria,2020-11-14,204458,1,5101,Fully open,0,AT,EURO,8259,192341,81,1956
Austria,2020-11-15,209071,1,4613,Fully open,0,AT,EURO,7016,199357,93,2049
Austria,2020-11-16,215145,1,6074,Closed due to COVID-19,1,AT,EURO,5101,204458,83,2132
Austria,2020-11-17,222666,1,7521,Closed due to COVID-19,1,AT,EURO,4612,209070,81,2213
Austria,2020-11-18,229101,1,6435,Closed due to COVID-19,1,AT,EURO,6074,215144,92,2305
Austria,2020-11-19,235708.9,1,6608,Closed due to COVID-19,1,AT,EURO,7522,222666,96,2401
Austria,2020-11-20,242172,1,6463,Closed due to COVID-19,1,AT,EURO,6435,229101,83,2484
Austria,2020-11-21,247325,1,5153,Closed due to COVID-19,1,AT,EURO,6608,235709,102,2586
Austria,2020-11-22,249761.9,1,2437,Closed due to COVID-19,1,AT,EURO,6463,242172,112,2698
Austria,2020-11-23,254369,1,4607,Closed due to COVID-19,1,AT,EURO,5154,247326,103,2801
Austria,2020-11-24,260112.1,1,5743,Closed due to COVID-19,1,AT,EURO,2437,249763,87,2888
Austria,2020-11-25,265503,1,5391,Closed due to COVID-19,1,AT,EURO,4607,254370,105,2993
Austria,2020-11-26,270520,1,5017,Closed due to COVID-19,1,AT,EURO,5743,260113,96,3089
Austria,2020-11-27,274757,1,4237,Closed due to COVID-19,1,AT,EURO,5391,265504,110,3199
Austria,2020-11-28,278496,1,3739,Closed due to COVID-19,1,AT,EURO,5017,270521,105,3304
Austria,2020-11-29,280888,1,2392,Closed due to COVID-19,1,AT,EURO,4237,274758,110,3414
Austria,2020-11-30,284262,1,3374,Closed due to COVID-19,1,AT,EURO,3738,278496,109,3523
Austria,2020-12-01,288197,1,3935,Closed due to COVID-19,1,AT,EURO,2392,280888,102,3625
Austria,2020-12-02,291768,1,3571,Closed due to COVID-19,1,AT,EURO,3374,284262,113,3738
Austria,2020-12-03,295424,1,3656,Closed due to COVID-19,1,AT,EURO,3935,288197,121,3859
Austria,2020-12-04,299015,1,3591,Closed due to COVID-19,1,AT,EURO,3571,291768,117,3976
Austria,2020-12-05,301880.9,1,2866,Closed due to COVID-19,1,AT,EURO,3656,295424,123,4099
Austria,2020-12-06,303945.9,1,2065,Closed due to COVID-19,1,AT,EURO,3591,299015,115,4214
Austria,2020-12-07,306458,1,2512,Closed due to COVID-19,1,AT,EURO,2866,301881,108,4322
Austria,2020-12-08,309090,1,2632,Closed due to COVID-19,1,AT,EURO,2065,303946,93,4415
Austria,2020-12-09,311571,1,2481,Closed due to COVID-19,1,AT,EURO,2512,306458,115,4530
Austria,2020-12-10,314661,1,3090,Closed due to COVID-19,1,AT,EURO,2632,309090,101,4631
Austria,2020-12-11,317497,1,2836,Closed due to COVID-19,1,AT,EURO,2481,311571,111,4742
Austria,2020-12-12,320133.1,1,2636,Closed due to COVID-19,1,AT,EURO,3090,314661,103,4845
Austria,2020-12-13,322636.9,1,2504,Closed due to COVID-19,1,AT,EURO,2836,317497,117,4962
Austria,2020-12-14,325378.1,1,2741,Closed due to COVID-19,1,AT,EURO,2636,320133,77,5039
Austria,2020-12-15,328135,1,2757,Closed due to COVID-19,1,AT,EURO,2504,322637,87,5126
Austria,2020-12-16,330523,1,2388,Closed due to COVID-19,1,AT,EURO,2742,325379,97,5223
Austria,2020-12-17,332473,1,1950,Closed due to COVID-19,1,AT,EURO,2757,328136,84,5307
Austria,2020-12-18,334624,1,2151,Closed due to COVID-19,1,AT,EURO,2388,330524,87,5394
Austria,2020-12-19,336129,1,1505,Closed due to COVID-19,1,AT,EURO,1950,332474,91,5485
Austria,2020-12-20,337482,1,1353,Closed due to COVID-19,1,AT,EURO,2151,334625,85,5570
Austria,2020-12-21,339589,1,2107,Closed due to COVID-19,1,AT,EURO,1505,336130,70,5640
Austria,2020-12-22,342145.9,1,2557,Closed due to COVID-19,1,AT,EURO,1353,337483,72,5712
Austria,2020-12-23,345000,1,2854,Academic break,1,AT,EURO,2107,339590,64,5776
Austria,2020-12-24,346807,1,1807,Academic break,1,AT,EURO,2557,342147,82,5858
Austria,2020-12-25,348093.9,1,1287,Academic break,1,AT,EURO,2854,345001,77,5935
Austria,2020-12-26,349257,1,1163,Academic break,1,AT,EURO,1807,346808,69,6004
Austria,2020-12-27,350954,1,1697,Academic break,1,AT,EURO,1287,348095,54,6058
Austria,2020-12-28,353079,1,2125,Academic break,1,AT,EURO,1163,349258,80,6138
Austria,2020-12-29,356054,1,2975,Academic break,1,AT,EURO,1697,350955,45,6183
Austria,2020-12-30,358765.9,1,2712,Academic break,1,AT,EURO,2125,353080,73,6256
Austria,2020-12-31,360769.1,1,2003,Academic break,1,AT,EURO,2974,356054,50,6306
Austria,2021-01-01,362360,1,1591,Academic break,1,AT,EURO,2712,358766,67,6373
Austria,2021-01-02,363995,1,1635,Academic break,1,AT,EURO,2003,360769,58,6431
Austria,2021-01-03,365891.1,1,1896,Academic break,1,AT,EURO,1591,362360,51,6482
Austria,2021-01-04,368183.1,1,2292,Academic break,1,AT,EURO,1635,363995,53,6535
Austria,2021-01-05,371143,1,2960,Academic break,1,AT,EURO,1895,365890,45,6580
Austria,2021-01-06,373228.9,1,2086,Academic break,1,AT,EURO,2292,368182,64,6644
Austria,2021-01-07,375229,1,2000,Closed due to COVID-19,1,AT,EURO,2960,371142,48,6692
Austria,2021-01-08,377527.1,1,2298,Closed due to COVID-19,1,AT,EURO,2086,373228,54,6746
